player_id,name,class,college,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
dan-mcclintock-1,Dan McClintock,Bust,northern arizona,79,196,0.632,0.632,0.499,0.652,115,84,1716.0,1363,40,0.0,0.0,486,0.642,15.6,155.0,0.256,1.8414918414918413,4.568764568764569,31.77156177156177,0.9324009324009324,0.0,11.328671328671328,3.6130536130536135
chris-porter-1,Chris Porter,Bust,auburn,64,22,0.47600000000000003,0.467,0.46399999999999997,0.6509999999999999,56,79,1617.0,859,116,0.308,12.0,450,0.514,13.0,125.0,0.251,1.5831787260358692,0.5442176870748299,21.24922696351268,2.8695114409400126,0.29684601113172543,11.131725417439704,3.0921459492888066
jaquay-walls-1,Jaquay Walls,Bust,colorado,273,14,0.483,0.419,0.564,0.746,65,75,2497.458432304038,929,95,0.35600000000000004,85.0,205,0.547,15.209338061465706,177.27895981087468,0.1817158145065398,3.018493870905798,1.3578315676800246,18.738179731842656,1.5052593604379534,1.2885494493869851,8.322599998937564,2.9019745207547336
scoonie-penn-1,Scoonie Penn,Bust,ohio state,471,11,0.512,0.42,0.35,0.755,122,70,2497.458432304038,1813,224,0.33799999999999997,257.0,456,0.552,15.209338061465706,177.27895981087468,0.1817158145065398,3.018493870905798,1.3578315676800246,18.738179731842656,1.5052593604379534,1.2885494493869851,8.322599998937564,2.9019745207547336
pete-mickeal-1,Pete Mickeal,Bust,cincinnati,115,25,0.568,0.545,0.5870000000000001,0.711,65,78,2497.458432304038,925,97,0.355,27.0,439,0.607,15.209338061465706,177.27895981087468,0.1817158145065398,3.018493870905798,1.3578315676800246,18.738179731842656,1.5052593604379534,1.2885494493869851,8.322599998937564,2.9019745207547336
brian-cardinal-1,Brian Cardinal,Player,purdue,277,44,0.521,0.461,0.568,0.7609999999999999,132,80,3693.0,1584,259,0.365,130.0,749,0.581,15.6,253.0,0.184,3.000270782561603,0.4765773084213377,17.156783103168152,2.8053073382074194,1.40806932033577,8.112645545626862,2.740319523422692
erick-barkley-1,Erick Barkley,Bust,st johns ny,302,18,0.46399999999999997,0.396,0.363,0.727,65,73,2261.0,949,167,0.32799999999999996,107.0,202,0.508,13.4,145.0,0.11800000000000001,5.3427686864219375,0.3184431667403804,16.789031402034496,2.9544449358690845,1.8929677134011498,3.5736399823087126,2.5652366209641757
mark-madsen-1,Mark Madsen,Player,stanford,69,64,0.5870000000000001,0.5870000000000001,0.737,0.596,108,81,2007.0,1176,47,0.0,0.0,857,0.598,12.9,107.0,0.248,1.375186846038864,1.27553562531141,23.43796711509716,0.9367214748380668,0.0,17.0802192326856,2.132536123567513
stromile-swift-1,Stromile Swift,Player,lsu,37,130,0.569,0.56,0.5660000000000001,0.613,50,81,1332.0,671,65,0.242,8.0,348,0.585,18.0,126.0,0.275,1.1111111111111112,3.903903903903904,20.15015015015015,1.951951951951952,0.24024024024024024,10.450450450450449,3.7837837837837838
marcus-fizer-1,Marcus Fizer,Player,iowa state,94,89,0.519,0.511,0.45299999999999996,0.7020000000000001,97,81,2204.0,1830,90,0.292,21.0,716,0.5579999999999999,12.1,225.0,0.256,1.705989110707804,1.6152450090744104,33.21234119782214,1.6333938294010888,0.3811252268602541,12.994555353901994,4.083484573502723
mike-miller-1,Mike Miller,Player,florida,149,22,0.547,0.483,0.473,0.718,65,80,1735.0,862,81,0.345,78.0,389,0.586,16.0,140.0,0.19399999999999998,3.435158501440922,0.5072046109510087,19.87319884726225,1.8674351585014408,1.7982708933717582,8.968299711815561,3.227665706051873
dermarr-johnson-1,DerMarr Johnson,Player,cincinnati,45,30,0.5670000000000001,0.478,0.324,0.737,32,81,879.0,402,31,0.371,52.0,123,0.594,12.0,46.0,0.218,2.04778156996587,1.3651877133105803,18.293515358361773,1.4106939704209331,2.3663253697383397,5.597269624573379,2.0932878270762227
chris-mihm-1,Chris Mihm,Player,texas,55,264,0.501,0.49700000000000005,0.581,0.684,96,84,2041.0,1404,36,0.3,9.0,945,0.5479999999999999,14.6,159.0,0.251,1.077902988731014,5.173934345908869,27.515923566878982,0.7055365017148457,0.17638412542871146,18.5203331700147,3.1161195492405684
jamal-crawford-1,Jamal Crawford,Player,michigan,76,16,0.47600000000000003,0.41200000000000003,0.2,0.784,17,78,577.0,283,19,0.327,33.0,47,0.507,16.0,53.0,0.065,5.268630849220104,1.1091854419410745,19.61871750433276,1.317157712305026,2.2876949740034664,3.2582322357019065,3.6741767764298094
keyon-dooling-1,Keyon Dooling,Player,missouri,198,29,0.47200000000000003,0.41100000000000003,0.51,0.733,59,75,1659.0,716,76,0.33799999999999997,67.0,142,0.531,16.6,134.0,0.146,4.773960216998192,0.6992163954189271,17.26341169379144,1.832429174201326,1.61543098251959,3.4237492465340567,3.23086196503918
jerome-moiso-1,Jerome Moiso,Player,ucla,66,81,0.499,0.495,0.36200000000000004,0.614,62,82,1661.0,742,61,0.22699999999999998,5.0,421,0.521,16.5,141.0,0.16399999999999998,1.589403973509934,1.950632149307646,17.8687537627935,1.468994581577363,0.12040939193257075,10.138470800722457,3.395544852498495
etan-thomas-1,Etan Thomas,Player,syracuse,51,424,0.6,0.6,0.7090000000000001,0.598,122,81,2261.0,1340,85,0.3291631116687577,0.0,847,0.608,15.9,148.0,0.301,0.9022556390977444,7.501105705440072,23.706324635117202,1.5037593984962403,0.0,14.984520123839008,2.618310482087572
courtney-alexander-1,Courtney Alexander,Player,fresno state,249,21,0.503,0.456,0.248,0.767,112,77,3456.0,2112,127,0.36200000000000004,166.0,441,0.535,10.0,220.0,0.134,2.8819444444444438,0.24305555555555555,24.44444444444445,1.4699074074074072,1.9212962962962965,5.104166666666666,2.5462962962962967
mateen-cleaves-1,Mateen Cleaves,Player,michigan state,816,16,0.45899999999999996,0.406,0.324,0.738,123,74,2755.0,1541,195,0.313,143.0,256,0.502,25.0,353.0,0.128,11.8475499092559,0.2323049001814882,22.37386569872959,2.8312159709618867,2.0762250453720505,3.7168784029038107,5.1252268602540845
joel-przybilla-1,Joel Przybilla,Player,minnesota,91,165,0.591,0.591,0.479,0.521,49,85,1351.0,487,33,0.3291631116687577,0.0,339,0.583,25.2,141.0,0.19,2.6943005181347157,4.8852701702442625,14.418948926720947,0.9770540340488528,0.0,10.037009622501852,4.174685418208735
mamadou-ndiaye-1,Mamadou N'Diaye,Player,auburn,76,241,0.506,0.506,0.5870000000000001,0.6409999999999999,128,84,2038.0,875,88,0.0,0.0,798,0.5429999999999999,15.209338061465706,177.27895981087468,0.344,1.4916584887144262,4.730127576054956,17.173699705593723,1.727183513248283,0.0,15.662414131501473,2.9019745207547336
jason-collier-1,Jason Collier,Player,georgia tech,118,110,0.491,0.45799999999999996,0.428,0.711,97,84,2602.0,1345,60,0.369,69.0,693,0.535,17.9,256.0,0.134,1.8139892390468868,1.6910069177555729,20.676402767102235,0.9223674096848578,1.0607225211375866,10.653343581860106,3.93543428132206
morris-peterson-1,Morris Peterson,Player,michigan state,129,42,0.547,0.484,0.36700000000000005,0.746,137,79,2573.0,1588,119,0.377,146.0,645,0.5820000000000001,12.8,170.0,0.257,2.0054411193159734,0.6529343179168285,24.68713563933152,1.8499805674310144,2.269724057520404,10.027205596579867,2.6428293820443063
donnell-harvey-1,Donnell Harvey,Player,florida,37,31,0.507,0.507,0.496,0.61,37,80,746.0,374,27,0.0,0.0,258,0.5329999999999999,14.6,60.0,0.21600000000000003,1.9839142091152813,1.6621983914209115,20.053619302949066,1.4477211796246652,0.0,13.833780160857911,3.2171581769437
jamaal-magloire-1,Jamaal Magloire,Player,kentucky,62,268,0.503,0.503,0.5539999999999999,0.636,145,83,2272.0,1064,68,0.3291631116687577,0.0,789,0.537,20.0,201.0,0.253,1.0915492957746478,4.718309859154929,18.732394366197184,1.1971830985915493,0.0,13.890845070422534,3.538732394366197
