win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word,name,big_conf_flag,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
0.7,16.6,Malik Monk,182,2017,11,8.2,0.011000000000000001,-4.2,-1.6,CHO,kentucky,3,3024,1488,Player,malik-monk-1,kentucky,kentucky,Malik Monk,1,87,19,0.543,0.45,0.323,0.822,38,75,1218.0,754,36,0.397,104.0,95,0.586,10.4,75.0,0.189,2.8571428571428568,0.6239737274220033,24.761904761904763,1.1822660098522166,3.415435139573071,3.1198686371100166,2.4630541871921183
7.1,23.3,Luke Kennard,164,2017,12,9.8,0.08900000000000001,-1.3,0.7,DET,duke,3,3822,1613,Player,luke-kennard-1,duke,duke,Luke Kennard,1,146,19,0.548,0.461,0.349,0.867,73,77,2275.0,1147,65,0.383,143.0,317,0.6,8.3,87.0,0.192,2.5670329670329672,0.3340659340659341,20.167032967032966,1.1428571428571428,2.5142857142857142,5.573626373626373,1.5296703296703296
14.9,33.7,Donovan Mitchell,203,2017,13,22.7,0.10400000000000001,1.1,5.3,DEN,louisville,3,6850,4601,Player,donovan-mitchell-1,louisville,louisville,Donovan Mitchell,1,145,20,0.495,0.418,0.26,0.788,65,75,1689.0,758,95,0.329,98.0,269,0.532,10.8,86.0,0.194,3.433984606275903,0.47365304914150386,17.951450562462995,2.2498519834221433,2.320899940793369,6.370633510953226,2.0367081113084664
17.3,24.8,Bam Adebayo,198,2017,14,9.9,0.16899999999999998,2.9,6.0,MIA,kentucky,3,4902,1956,Player,edrice-adebayo-1,kentucky,kentucky,Bam Adebayo,1,32,57,0.599,0.599,0.831,0.653,38,82,1145.0,494,26,0.3291618569636134,0.0,304,0.624,13.9,64.0,0.196,1.1179039301310043,1.9912663755458515,17.25764192139738,0.9082969432314412,0.0,10.620087336244541,2.2358078602620086
0.0,5.4,Justin Patton,9,2017,16,1.8,0.016,-4.1,0.0,CHI,creighton,3,49,16,Player,justin-patton-1,creighton,creighton,Justin Patton,0,41,50,0.689,0.676,0.294,0.517,35,83,885.0,453,30,0.533,8.0,218,0.671,15.1,60.0,0.194,1.8531073446327684,2.2598870056497176,20.474576271186443,1.3559322033898304,0.3615819209039548,9.853107344632768,2.711864406779661
4.8,19.9,Justin Jackson,192,2017,15,6.7,0.06,-2.7,-0.7,POR,unc,3,3818,1289,Player,justin-jackson-4,north carolina,tennessee,Justin Jackson,1,312,45,0.523,0.46,0.241,0.712,118,80,3430.0,1648,76,0.34,170.0,481,0.546,9.8,163.0,0.164,3.6384839650145775,0.5247813411078718,19.21865889212828,0.8862973760932945,1.9825072886297377,5.609329446064139,1.9008746355685129
1.8,9.1,Tony Bradley,48,2017,28,3.8,0.201,0.1,0.2,LAL,unc,3,437,184,Player,tony-bradley-1,north carolina,unc,Tony Bradley,1,23,22,0.573,0.573,0.59,0.619,38,82,553.0,269,10,0.3291618569636134,0.0,195,0.59,9.9,25.0,0.225,1.6636528028933093,1.5913200723327305,19.45750452079566,0.7233273056057866,0.0,14.10488245931284,1.8083182640144666
8.0,30.6,Kyle Kuzma,185,2017,27,16.5,0.068,-2.0,0.0,BRK,utah,3,5665,3045,Player,kyle-kuzma-1,utah,utah,Kyle Kuzma,1,141,35,0.541,0.506,0.367,0.633,96,81,2013.0,966,31,0.302,51.0,532,0.56,14.9,151.0,0.163,2.8017883755588673,0.6954793840039741,19.195230998509686,0.6159960258320915,1.0134128166915053,10.571286636860407,3.0004967709885744
-0.4,7.6,Caleb Swanigan,59,2017,26,2.1,-0.039,-6.6,-0.5,POR,purdue,3,447,122,Player,caleb-swanigan-1,purdue,purdue,Caleb Swanigan,1,168,36,0.543,0.501,0.432,0.76,69,81,2014.0,994,27,0.376,59.0,718,0.586,19.7,208.0,0.178,3.3366434955312814,0.7149950347567031,19.74180734856008,0.5362462760675273,1.1717974180734856,14.26017874875869,4.131082423038729
0.2,3.7,Tyler Lydon,26,2017,24,0.9,0.084,-2.6,0.0,UTA,syracuse,2,96,23,Bust,tyler-lydon-1,syracuse,syracuse,Tyler Lydon,1,111,116,0.56,0.476,0.358,0.809,71,80,2349.0,823,77,0.4,98.0,527,0.602,13.4,106.0,0.162,1.8901660280970625,1.9753086419753085,14.014474244359302,1.3111962537249893,1.6687952320136228,8.974031502767135,1.8050234142188164
8.3,22.4,OG Anunoby,189,2017,23,7.4,0.094,0.2,2.4,TOR,indiana,3,4233,1406,Player,og-anunoby-1,indiana,indiana,OG Anunoby,1,41,47,0.62,0.563,0.378,0.522,50,80,868.0,342,48,0.365,27.0,177,0.609,16.1,54.0,0.165,1.889400921658986,2.165898617511521,15.76036866359447,2.2119815668202767,1.2442396313364055,8.15668202764977,2.488479262672811
1.3,13.3,Harry Giles,80,2017,20,6.3,0.057999999999999996,-2.0,0.0,POR,duke,2,1063,506,Bust,harry-giles-1,duke,duke,Harry Giles,1,9,17,0.577,0.577,0.308,0.5,26,82,300.0,102,9,0.3291618569636134,0.0,100,0.57,16.8,18.0,0.164,1.2,2.2666666666666666,13.600000000000001,1.2,0.0,13.333333333333332,2.4
13.6,27.3,John Collins,158,2017,19,15.2,0.151,1.4,3.7,ATL,wake forest,3,4314,2402,Player,john-collins-1,wake forest,wake,John Collins,1,24,75,0.601,0.601,0.599,0.729,64,82,1324.0,859,30,0.0,0.0,446,0.638,11.9,91.0,0.215,0.7250755287009064,2.2658610271903323,25.951661631419938,0.9063444108761329,0.0,13.474320241691844,2.7492447129909365
2.7,8.7,T.J. Leaf,133,2017,18,3.4,0.113,-3.0,-0.3,IND,ucla,3,1161,448,Player,tj-leaf-1,ucla,ucla,TJ Leaf,1,85,39,0.652,0.617,0.278,0.679,35,82,1048.0,569,22,0.466,27.0,287,0.66,10.8,52.0,0.22,3.2442748091603053,1.4885496183206106,21.717557251908396,0.8396946564885497,1.0305343511450382,10.954198473282444,1.984732824427481
2.1,12.4,D.J. Wilson,96,2017,17,4.0,0.083,-2.3,-0.1,MIL,michigan,3,1188,381,Player,dj-wilson-1,michigan,michigan,D.J. Wilson,1,58,70,0.592,0.525,0.194,0.817,69,81,1337.0,491,25,0.363,49.0,227,0.614,11.5,52.0,0.158,1.7352281226626776,2.094240837696335,14.689603590127149,0.7479431563201198,1.4659685863874343,6.7913238593866865,1.5557217651458488
17.4,24.2,Jarrett Allen,199,2017,22,10.0,0.17300000000000001,2.0,4.8,BRK,texas,3,4819,1995,Player,jarrett-allen-1,texas,texas,Jarrett Allen,1,27,51,0.566,0.566,0.472,0.564,33,83,1061.0,442,19,0.0,0.0,278,0.571,17.8,84.0,0.124,1.0179076343072573,1.9227144203581528,16.663524976437323,0.7163053722902922,0.0,10.480678605089537,3.166823751178134
0.0,0.0,Justin Jackson,0,2018,43,0.0,0.0,0.0,0.0,DEN,maryland,0,0,0,Bust,justin-jackson-5,maryland,tennessee,Justin Jackson,1,52,35,0.495,0.418,0.34,0.728,44,79,1240.0,455,38,0.386,56.0,288,0.532,16.8,86.0,0.121,1.6774193548387097,1.129032258064516,14.67741935483871,1.2258064516129032,1.8064516129032258,9.290322580645162,2.7741935483870965
3.2,22.4,Bruce Brown,121,2018,42,6.0,0.055999999999999994,-1.3,0.5,DET,miami (fl),2,2714,724,Player,bruce-brown-2,miami fl,hampton,Bruce Brown,1,182,33,0.493,0.442,0.398,0.702,52,77,1693.0,607,74,0.316,49.0,321,0.532,16.2,110.0,0.15,4.300059066745423,0.7796810395747195,14.341405788541051,1.748375664500886,1.1577082102776137,7.584170112226817,2.598936798582398
0.0,4.1,Jarred Vanderbilt,24,2018,41,1.2,-0.021,-6.0,-0.1,ORL,kentucky,2,98,28,Player,jarred-vanderbilt-1,kentucky,kentucky,Jarred Vanderbilt,1,14,11,0.426,0.426,0.559,0.632,14,81,238.0,82,6,0.0,0.0,110,0.476,14.8,15.0,0.172,2.3529411764705883,1.8487394957983194,13.781512605042018,1.0084033613445378,0.0,18.487394957983195,2.5210084033613445
0.4,14.2,Jevon Carter,72,2018,32,4.1,0.021,-2.8,-0.2,MEM,west virginia,2,1019,292,Player,jevon-carter-1,west virginia,west,Jevon Carter,1,559,34,0.491,0.407,0.298,0.798,144,74,4299.0,1758,330,0.355,241.0,538,0.534,13.8,264.0,0.184,5.201209583624099,0.3163526401488719,16.357292393579904,3.0704815073272855,2.242381949290533,5.00581530588509,2.456385205861828
0.7,13.7,Gary Trent,51,2018,37,4.9,0.048,-2.8,-0.1,SAC,duke,2,697,252,Player,gary-trentjr-1,duke,ohio,Gary Trent Jr.,1,52,5,0.528,0.415,0.227,0.876,37,78,1253.0,536,43,0.402,97.0,157,0.567,7.4,38.0,0.163,1.6600159616919394,0.1596169193934557,17.110933758978454,1.372705506783719,3.0965682362330407,5.011971268954509,1.2130885873902633
-0.1,4.0,Melvin Frazier,23,2018,35,1.4,-0.043,-7.7,-0.1,ORL,tulane,2,91,33,Player,melvin-frazier-1,tulane,tulane,Melvin Frazier,0,156,45,0.536,0.481,0.406,0.653,94,77,2601.0,997,152,0.312,81.0,413,0.56,17.4,187.0,0.1,2.3990772779700116,0.6920415224913495,15.332564398308344,2.3375624759707807,1.245674740484429,6.3514033064206075,2.875816993464052
3.0,25.1,Devonte' Graham,94,2018,34,11.6,0.061,-1.2,0.5,ATL,kansas,2,2363,1089,Player,devonte-graham-1,kansas,kansas,Devonte' Graham,1,632,14,0.536,0.422,0.355,0.787,142,74,4498.0,1750,197,0.409,296.0,439,0.578,15.1,270.0,0.164,5.620275678079146,0.12449977767896843,15.562472209871054,1.7518897287683415,2.632281013783904,3.903957314361939,2.4010671409515343
4.5,19.9,Jalen Brunson,121,2018,33,8.6,0.08900000000000001,-2.2,-0.1,DAL,villanova,2,2404,1041,Player,jalen-brunson-1,villanova,villanova,Jalen Brunson,1,432,1,0.588,0.51,0.357,0.82,116,75,3349.0,1667,97,0.393,177.0,285,0.628,14.1,217.0,0.206,5.159749178859361,0.011943863839952225,19.910421021200357,1.1585547924753656,2.1140638996715437,3.404001194386384,2.5918184532696324
0.0,7.2,Khyri Thomas,28,2018,38,2.2,0.006,-5.3,-0.2,PHI,creighton,2,201,62,Player,khyri-thomas-1,creighton,creighton,Khyri Thomas,0,255,26,0.589,0.511,0.25,0.719,102,75,2773.0,1140,141,0.406,131.0,471,0.607,14.9,165.0,0.161,3.678326721961774,0.3750450775333574,16.444284168770285,2.0338983050847457,1.8896501983411467,6.794085827623513,2.3800937612693835
0.1,3.3,Thomas Welsh,11,2018,58,1.6,0.162,-2.6,0.0,DEN,ucla,1,36,18,Bust,thomas-welsh-1,ucla,ucla,Thomas Welsh,1,103,143,0.561,0.537,0.175,0.798,132,84,3295.0,1248,55,0.407,46.0,1035,0.582,7.7,90.0,0.165,1.2503793626707131,1.7359635811836116,15.150227617602427,0.6676783004552351,0.558421851289833,12.564491654021243,1.0925644916540214
1.6,18.9,De'Anthony Melton,86,2018,46,6.3,0.048,-0.8,0.5,HOU,usc,2,1628,541,Player,deanthony-melton-1,southern california,usc,De'Anthony Melton,1,125,37,0.483,0.437,0.472,0.706,36,76,972.0,300,69,0.284,21.0,170,0.53,18.5,64.0,0.133,5.1440329218107,1.522633744855967,12.345679012345679,2.839506172839506,0.8641975308641975,6.995884773662552,2.6337448559670786
1.4,16.4,Sviatoslav Mykhailiuk,87,2018,47,6.1,0.049,-2.7,-0.3,LAL,kansas,2,1424,530,Player,sviatoslav-mykhailiuk-1,kansas,kansas,Sviatoslav Mykhailiuk,1,202,27,0.548,0.428,0.136,0.746,136,80,3070.0,1181,97,0.409,237.0,340,0.563,12.2,146.0,0.125,2.631921824104235,0.3517915309446254,15.387622149837135,1.2638436482084692,3.087947882736156,4.429967426710098,1.9022801302931596
1.5,17.4,Keita Bates-Diop,65,2018,48,6.2,0.063,-2.6,-0.2,MIN,ohio state,2,1133,400,Player,keita-bates-diop-1,ohio state,ohio,Keita Bates-Diop,1,121,128,0.534,0.472,0.274,0.776,109,79,2702.0,1272,68,0.352,123.0,621,0.567,10.7,134.0,0.177,1.7912657290895635,1.8948926720947445,18.830495928941524,1.006661732050333,1.8208734270910436,9.19319022945966,1.9837157660991858
-0.1,4.8,Chimezie Metu,42,2018,49,2.1,-0.013000000000000001,-6.4,-0.2,SAS,usc,2,203,87,Player,chimezie-metu-1,southern california,usc,Chimezie Metu,1,121,168,0.54,0.533,0.438,0.692,104,83,2809.0,1284,74,0.302,13.0,656,0.573,13.8,180.0,0.148,1.7230331078675685,2.392310430758277,18.284086863652544,1.0537557849768602,0.18511925952296193,9.341402634389462,2.563189747241011
0.2,4.4,Alize Johnson,25,2018,50,1.2,0.077,-6.7,-0.1,IND,missouri state,2,110,31,Player,alize-johnson-1,missouri state,missouri,Alize Johnson,0,157,20,0.511,0.457,0.41,0.716,66,81,2025.0,982,35,0.325,81.0,735,0.551,14.4,150.0,0.184,3.1012345679012343,0.3950617283950617,19.39753086419753,0.691358024691358,1.6,14.518518518518519,2.962962962962963
0.0,0.0,Tony Carr,0,2018,51,0.0,0.0,0.0,0.0,NOP,penn state,0,0,0,Bust,tony-carr-1,penn state,penn,Tony Carr,1,325,20,0.458,0.396,0.35,0.786,70,77,2392.0,1161,52,0.395,121.0,341,0.511,13.1,171.0,0.137,5.434782608695652,0.33444816053511706,19.414715719063544,0.8695652173913043,2.0234113712374584,5.702341137123746,2.8595317725752505
0.0,8.0,Vince Edwards,2,2018,52,1.5,-0.013999999999999999,-9.8,0.0,UTA,purdue,1,16,3,Bust,vince-edwards-2,purdue,western,Vince Edwards,1,403,64,0.543,0.473,0.281,0.82,138,79,3957.0,1638,69,0.392,173.0,779,0.581,14.4,237.0,0.18,4.073793277735659,0.6469547637098811,16.557998483699773,0.6974981046247157,1.7487995956532725,7.874652514531211,2.395754359363154
0.0,4.0,Devon Hall,5,2018,53,1.0,-0.059000000000000004,-11.5,0.0,OKC,virginia,1,20,5,Bust,devon-hall-1,virginia,virginia,Devon Hall,1,264,20,0.498,0.419,0.271,0.807,128,77,3075.0,884,73,0.389,115.0,407,0.538,12.3,115.0,0.152,3.434146341463415,0.26016260162601623,11.49918699186992,0.9495934959349593,1.4959349593495936,5.294308943089431,1.4959349593495936
0.7,13.3,Shake Milton,36,2018,54,5.2,0.069,-2.9,-0.1,DAL,smu,2,478,188,Player,malik-milton-1,southern methodist,smu,Shake Milton,0,337,33,0.562,0.452,0.295,0.791,87,77,3019.0,1166,99,0.427,190.0,336,0.595,14.0,159.0,0.181,4.4650546538588936,0.4372308711493872,15.448824113945015,1.3116926134481615,2.517389864193442,4.451805233521034,2.1066578337197748
0.2,10.6,Ray Spalding,14,2018,56,3.9,0.051,-3.4,-0.1,PHI,louisville,1,148,54,Bust,raymond-spalding-1,louisville,louisville,Raymond Spalding,1,89,111,0.562,0.557,0.414,0.579,100,82,2173.0,813,104,0.24,6.0,630,0.57,15.5,131.0,0.179,1.6382880809940175,2.043258168430741,14.965485503911642,1.9144040497008743,0.11044638748274274,11.596870685687989,2.411412793373217
-0.1,2.2,Kevin Hervey,6,2018,57,0.0,-0.35700000000000004,-17.0,0.0,OKC,ut arlington,1,13,0,Bust,kevin-hervey-1,texas arlington,texas,Kevin Hervey,0,216,55,0.511,0.44,0.288,0.768,115,79,3186.0,1783,114,0.324,204.0,921,0.547,12.6,236.0,0.177,2.711864406779661,0.6905210295040803,22.385436283741367,1.431261770244821,2.56120527306968,11.563088512241055,2.962962962962963
1.0,13.7,Hamidou Diallo,81,2018,45,4.8,0.040999999999999995,-4.7,-0.8,BRK,kentucky,2,1112,389,Player,hamidou-diallo-1,kentucky,kentucky,Hamidou Diallo,1,46,13,0.47,0.428,0.399,0.616,37,77,918.0,371,28,0.338,26.0,135,0.498,12.0,51.0,0.103,2.0043572984749454,0.5664488017429193,16.16557734204793,1.2200435729847494,1.1328976034858387,5.882352941176471,2.2222222222222223
2.6,17.7,Omari Spellman,92,2018,30,6.8,0.076,-1.2,0.3,ATL,villanova,2,1628,625,Player,omari-spellman-1,villanova,villanova,Omari Spellman,1,30,59,0.573,0.476,0.208,0.7,40,81,1125.0,434,26,0.433,65.0,321,0.588,9.8,40.0,0.184,1.0666666666666667,2.097777777777778,15.431111111111111,0.9244444444444444,2.311111111111111,11.413333333333334,1.4222222222222223
2.3,19.6,Troy Brown,96,2018,15,7.5,0.057999999999999996,-2.1,-0.1,WAS,oregon,2,1884,716,Player,troy-brown-5,oregon,providence,Troy Brown,1,111,7,0.494,0.444,0.326,0.743,35,79,1093.0,396,55,0.291,32.0,217,0.532,18.8,86.0,0.114,4.062214089661483,0.2561756633119854,14.492223238792315,2.012808783165599,1.171088746569076,7.9414455626715466,3.1473010064043914
-0.7,10.3,Jacob Evans,54,2018,28,2.7,-0.06,-8.0,-0.8,GSW,cincinnati,2,555,147,Player,jacob-evans-1,cincinnati,cincinnati,Jacob Evans,0,263,92,0.518,0.429,0.286,0.755,105,78,3051.0,1233,120,0.377,174.0,455,0.551,10.6,133.0,0.198,3.448049819731236,1.2061619141265159,16.16519174041298,1.5732546705998032,2.281219272369715,5.965257292690921,1.7436905932481153
0.0,6.0,George King,1,2018,59,0.0,-0.001,-10.6,0.0,PHO,colorado,1,6,0,Bust,george-king-1,colorado,colorado,George King,1,88,37,0.534,0.444,0.308,0.731,127,78,2866.0,1294,50,0.401,181.0,681,0.564,14.6,196.0,0.124,1.228192602930914,0.5163991625959525,18.060013956734124,0.6978367062107467,2.5261688764829033,9.504535938590369,2.735519888346127
7.5,31.1,Deandre Ayton,89,2018,1,16.6,0.131,0.2,1.5,PHO,arizona,2,2772,1479,Player,deandre-ayton-1,arizona,arizona,Deandre Ayton,1,57,66,0.625,0.612,0.424,0.733,35,85,1172.0,704,20,0.343,12.0,405,0.65,11.3,69.0,0.259,1.9453924914675769,2.252559726962457,24.027303754266214,0.6825938566552902,0.40955631399317405,13.822525597269625,2.354948805460751
4.0,25.3,Marvin Bagley,75,2018,2,14.8,0.10099999999999999,-2.5,-0.2,SAC,duke,2,1901,1108,Player,marvin-bagleyiii-1,duke,duke,Marvin Bagley III,1,50,29,0.64,0.614,0.475,0.627,33,83,1118.0,694,27,0.397,23.0,366,0.643,12.2,75.0,0.248,1.7889087656529519,1.037567084078712,24.830053667262966,0.9660107334525938,0.8228980322003577,13.094812164579606,2.6833631484794274
6.0,27.0,Jaren Jackson,105,2018,4,15.5,0.102,0.5,1.8,MEM,michigan state,2,2833,1628,Player,jaren-jacksonjr-1,michigan state,georgetown,Jaren Jackson Jr.,1,39,106,0.595,0.513,0.573,0.797,35,83,764.0,382,21,0.396,38.0,203,0.647,17.4,62.0,0.239,2.0418848167539267,5.549738219895288,20.0,1.099476439790576,1.9895287958115182,10.628272251308902,3.2460732984293195
7.8,32.4,Trae Young,125,2018,5,22.8,0.09300000000000001,1.4,3.5,DAL,oklahoma,2,4046,2844,Player,trae-young-1,oklahoma,oklahoma,Trae Young,1,279,8,0.518,0.422,0.443,0.861,32,74,1133.0,876,54,0.36,118.0,125,0.585,18.2,167.0,0.201,9.849955869373344,0.28243601059135043,30.92674315975287,1.9064430714916152,4.165931156222419,4.41306266548985,5.89585172109444
3.4,15.8,Mohamed Bamba,91,2018,6,5.8,0.11199999999999999,0.4,0.9,ORL,texas,2,1440,532,Player,mohamed-bamba-1,texas,texas,Mohamed Bamba,1,15,111,0.567,0.541,0.441,0.681,30,83,906.0,387,23,0.275,14.0,316,0.593,12.3,46.0,0.212,0.6622516556291391,4.900662251655629,17.08609271523179,1.0154525386313467,0.6181015452538632,13.951434878587197,2.0309050772626933
5.1,27.4,Wendell Carter,81,2018,7,11.0,0.111,-0.3,0.9,CHI,duke,2,2219,888,Player,wendell-carterjr-1,duke,texas,Wendell Carter Jr.,1,74,76,0.591,0.561,0.527,0.738,37,82,997.0,501,30,0.413,19.0,335,0.628,15.8,75.0,0.239,2.968906720160481,3.049147442326981,20.100300902708128,1.2036108324974923,0.7622868605817452,13.440320962888666,3.0090270812437314
0.8,31.9,Collin Sexton,131,2018,8,17.8,0.009000000000000001,-4.4,-2.5,CLE,alabama,2,4175,2329,Player,collin-sexton-1,alabama,alabama,Collin Sexton,1,119,3,0.498,0.447,0.575,0.778,33,75,987.0,632,28,0.336,44.0,124,0.567,14.2,92.0,0.177,4.822695035460993,0.12158054711246201,25.612968591692,1.1347517730496453,1.7831813576494426,5.02532928064843,3.728470111448835
-0.9,24.9,Kevin Knox,123,2018,9,10.6,-0.013999999999999999,-5.3,-2.6,NYK,kentucky,2,3058,1304,Player,kevin-knox-1,kentucky,kentucky,Kevin Knox,1,53,10,0.51,0.445,0.373,0.774,37,81,1198.0,576,31,0.341,57.0,200,0.556,14.1,85.0,0.133,1.7696160267111851,0.333889816360601,19.23205342237062,1.0350584307178632,1.9031719532554257,6.67779632721202,2.8380634390651083
5.6,27.6,Mikal Bridges,130,2018,10,8.0,0.075,0.3,2.1,PHI,villanova,2,3593,1042,Player,mikal-bridges-1,villanova,villanova,Mikal Bridges,1,183,101,0.623,0.525,0.304,0.845,116,79,3171.0,1311,163,0.4,171.0,504,0.656,11.0,124.0,0.216,2.3084200567644277,1.2740460422579627,16.537369914853357,2.056133711762851,2.1570482497634815,6.357615894039736,1.5641753390097763
7.4,29.9,Shai Gilgeous-Alexander,132,2018,11,14.1,0.09,-0.1,1.9,CHO,kentucky,2,3950,1858,Player,shai-gilgeous-alexander-1,kentucky,kentucky,Shai Gilgeous-Alexander,1,189,18,0.516,0.485,0.464,0.817,37,78,1248.0,532,61,0.404,23.0,153,0.578,17.9,100.0,0.167,6.0576923076923075,0.576923076923077,17.05128205128205,1.955128205128205,0.7371794871794872,4.903846153846153,3.2051282051282053
4.0,24.5,Miles Bridges,128,2018,12,9.2,0.062,-1.4,0.5,LAC,michigan state,2,3139,1182,Player,miles-bridges-1,michigan state,michigan,Miles Bridges,1,150,69,0.548,0.47,0.245,0.776,62,79,1962.0,1055,40,0.375,127.0,469,0.576,12.7,133.0,0.186,3.058103975535168,1.4067278287461773,21.508664627930685,0.8154943934760449,2.589194699286442,9.561671763506626,2.711518858307849
0.0,10.8,Jerome Robinson,73,2018,13,3.2,0.002,-4.4,-0.5,LAC,boston college,2,792,234,Player,jerome-robinson-2,boston college,bradley,Jerome Robinson,1,294,24,0.514,0.45,0.327,0.755,90,79,3118.0,1591,117,0.376,159.0,343,0.551,15.2,259.0,0.103,3.7716484926234766,0.3078896728672226,20.410519563822966,1.50096215522771,2.03976908274535,4.400256574727389,3.3226427196921104
1.9,14.3,Michael Porter,39,2018,14,8.0,0.168,0.6,0.4,DEN,missouri,1,556,311,Bust,michael-porterjr-1,missouri,kentucky,Michael Porter Jr.,1,1,1,0.383,0.333,0.3,0.778,3,82,53.0,30,3,0.3,3.0,20,0.438,8.0,3.0,0.128,0.7547169811320754,0.7547169811320754,22.641509433962263,2.2641509433962264,2.2641509433962264,15.09433962264151,2.2641509433962264
0.1,14.7,Zhaire Smith,9,2018,16,4.9,0.025,-4.7,-0.1,PHO,texas tech,2,132,44,Player,zhaire-smith-1,texas tech,texas,Zhaire Smith,1,66,42,0.588,0.556,0.458,0.717,37,77,1051.0,417,42,0.45,18.0,185,0.618,10.8,41.0,0.212,2.5118934348239774,1.598477640342531,15.870599429115128,1.598477640342531,0.6850618458610847,7.040913415794482,1.5604186489058038
3.7,19.8,Donte DiVincenzo,70,2018,17,7.4,0.129,1.4,1.2,MIL,villanova,2,1389,518,Player,donte-divincenzo-1,villanova,villanova,Donte DiVincenzo,1,204,18,0.57,0.469,0.294,0.705,85,77,2163.0,870,79,0.378,130.0,343,0.591,15.7,137.0,0.17,3.7725381414701804,0.33287101248266293,16.08876560332871,1.4609338881183542,2.4040684234858993,6.343042071197411,2.5335182616736014
0.4,10.9,Lonnie Walker,56,2018,18,4.8,0.033,-4.7,-0.4,SAS,miami (fl),2,613,270,Player,lonnie-walker-2,miami fl,miami,Lonnie Walker,1,61,15,0.503,0.415,0.204,0.738,32,76,888.0,368,30,0.346,56.0,83,0.527,9.6,37.0,0.127,2.747747747747748,0.6756756756756757,16.576576576576578,1.3513513513513513,2.5225225225225225,3.7387387387387387,1.6666666666666665
2.5,27.8,Kevin Huerter,113,2018,19,10.3,0.038,-1.7,0.2,ATL,maryland,2,3140,1161,Player,kevin-huerter-1,maryland,maryland,Kevin Huerter,1,196,44,0.584,0.466,0.217,0.748,65,79,2072.0,779,52,0.394,138.0,324,0.603,16.3,126.0,0.15,3.783783783783784,0.8494208494208494,15.038610038610038,1.0038610038610039,2.6640926640926645,6.254826254826255,2.4324324324324325
2.4,23.8,Josh Okogie,119,2018,20,7.8,0.040999999999999995,-1.6,0.3,MIN,georgia tech,2,2838,929,Player,josh-okogie-1,georgia tech,georgia,Josh Okogie,1,120,50,0.481,0.437,0.539,0.777,61,76,2014.0,1033,90,0.382,66.0,351,0.55,12.8,138.0,0.157,2.3833167825223436,0.9930486593843098,20.516385302879844,1.787487586891758,1.3108242303872888,6.971201588877855,2.7408142999006953
0.6,13.4,Grayson Allen,68,2018,21,6.4,0.033,-5.0,-0.7,UTA,duke,2,914,432,Player,grayson-allen-1,duke,duke,Grayson Allen,1,432,14,0.533,0.43,0.419,0.834,142,76,3965.0,1996,147,0.38,291.0,450,0.591,12.4,240.0,0.189,4.35813366960908,0.1412358133669609,20.136191677175287,1.4829760403530896,2.935687263556116,4.539722572509458,2.421185372005044
1.3,19.2,Chandler Hutchison,68,2018,22,5.9,0.049,-3.8,-0.6,CHI,boise state,2,1303,400,Player,chandler-hutchison-1,boise state,boise,Chandler Hutchison,1,255,29,0.512,0.476,0.468,0.687,123,79,2948.0,1478,120,0.353,79.0,672,0.551,15.0,236.0,0.167,3.4599728629579376,0.39348710990502034,20.05427408412483,1.628222523744912,1.0719131614654003,9.118046132971505,3.202170963364993
