win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word,name,big_conf_flag,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
0.0,0.0,Dwayne Collins,0,2010,60,0.0,0.0,0.0,0.0,PHO,miami (fl),0,0,0,Bust,dwayne-collins-1,miami fl,miami,Dwayne Collins,1,109,93,0.565,0.565,0.691,0.563,126,80,2973.0,1245,86,0.3291618569636134,0.0,879,0.571,16.9,222.0,0.177,1.4665321224352508,1.2512613521695257,16.750756811301713,1.1570803901782711,0.0,11.82643794147326,2.986881937436933
0.5,6.9,Dexter Pittman,50,2010,32,2.3,0.068,-6.0,-0.4,MIA,texas,4,347,116,Player,dexter-pittman-1,texas,texas,Dexter Pittman,1,38,124,0.623,0.623,0.64,0.601,134,82,1629.0,882,33,0.3291618569636134,0.0,529,0.625,16.9,143.0,0.266,0.9330877839165131,3.044812768569675,21.65745856353591,0.8103130755064457,0.0,12.989564149785144,3.511356660527931
0.0,0.0,Tiny Gallon,0,2010,47,0.0,0.0,0.0,0.0,MIL,oklahoma,0,0,0,Bust,tiny-gallon-1,oklahoma,oklahoma,Tiny Gallon,1,24,23,0.556,0.547,0.399,0.697,30,81,720.0,310,21,0.235,4.0,238,0.584,20.9,70.0,0.12,1.3333333333333333,1.2777777777777777,17.22222222222222,1.1666666666666667,0.22222222222222224,13.222222222222221,3.888888888888889
0.2,8.2,Lazar Hayward,72,2010,30,2.9,0.02,-4.6,-0.4,WAS,marquette,3,591,207,Player,lazar-hayward-1,marquette,marquette,Lazar Hayward,1,122,43,0.509,0.452,0.306,0.789,138,78,3648.0,1859,158,0.357,169.0,910,0.55,12.0,230.0,0.186,1.337719298245614,0.47149122807017546,20.38377192982456,1.7324561403508774,1.8530701754385963,9.978070175438598,2.5219298245614037
1.0,10.6,Daniel Orton,51,2010,29,2.8,0.09300000000000001,-1.7,0.0,ORL,kentucky,3,542,143,Player,daniel-orton-1,kentucky,kentucky,Daniel Orton,1,15,53,0.527,0.527,0.692,0.524,38,83,502.0,129,21,0.0,0.0,126,0.533,23.9,38.0,0.135,1.1952191235059761,4.223107569721115,10.278884462151394,1.6733067729083664,0.0,10.0398406374502,3.0278884462151394
20.2,26.9,Evan Turner,704,2010,2,9.7,0.051,-2.0,-0.2,PHI,ohio state,10,18917,6822,Player,evan-turner-1,ohio state,ohio,Evan Turner,1,414,74,0.527,0.502,0.473,0.758,101,79,3314.0,1517,159,0.362,54.0,682,0.577,21.1,352.0,0.194,4.996982498491249,0.8931804465902233,18.31019915509958,1.91913095956548,0.6517803258901629,8.231744115872058,4.248642124321062
52.1,25.7,Derrick Favors,662,2010,3,11.5,0.147,1.5,15.0,NJN,georgia tech,10,16992,7615,Player,derrick-favors-1,georgia tech,georgia,Derrick Favors,1,37,74,0.611,0.611,0.488,0.629,36,82,989.0,448,32,0.0,0.0,303,0.621,20.0,90.0,0.195,1.4964610717896865,2.992922143579373,18.119312436804854,1.294236602628918,0.0,12.254802831142568,3.6400404448938324
10.7,22.1,Wesley Johnson,609,2010,4,7.0,0.038,-1.2,2.9,MIN,syracuse,9,13472,4235,Player,wes-johnson-1,syracuse,charleston,Wes Johnson,1,150,108,0.518,0.454,0.306,0.768,93,79,2937.0,1293,106,0.349,130.0,650,0.555,14.7,200.0,0.167,2.0429009193054135,1.470888661899898,17.60980592441267,1.4436499829758256,1.7705141300646918,8.85257065032346,2.7238678924072186
44.1,32.0,DeMarcus Cousins,565,2010,5,21.2,0.11699999999999999,2.9,22.5,SAC,kentucky,9,18078,12006,Player,demarcus-cousins-1,kentucky,kentucky,DeMarcus Cousins,1,38,67,0.56,0.558,0.726,0.604,38,83,893.0,575,37,0.167,1.0,374,0.579,13.6,78.0,0.29,1.702127659574468,3.001119820828668,25.755879059350505,1.6573348264277716,0.04479283314669653,16.752519596864502,3.493840985442329
10.4,14.8,Ekpe Udoh,384,2010,6,3.5,0.08800000000000001,0.2,3.2,GSW,baylor,7,5694,1353,Player,ekpe-udoh-1,baylor,baylor,Ekpe Udoh,1,154,292,0.481,0.472,0.357,0.649,103,82,2806.0,867,79,0.289,13.0,650,0.511,15.1,151.0,0.154,2.1952957947255882,4.162508909479686,12.359230220955094,1.1261582323592303,0.18531717747683535,9.265858873841768,2.1525302922309337
49.7,27.7,Greg Monroe,632,2010,7,13.2,0.136,1.9,17.2,DET,georgetown,9,17475,8326,Player,greg-monroe-1,georgetown,georgetown,Greg Monroe,1,207,97,0.55,0.543,0.565,0.677,65,83,2122.0,942,99,0.273,9.0,531,0.585,19.0,189.0,0.198,3.901979264844486,1.8284637134778512,17.756833176248822,1.8661639962299716,0.16965127238454286,10.00942507068803,3.562676720075401
27.5,25.1,Al-Farouq Aminu,688,2010,8,7.6,0.077,-0.1,8.5,LAC,wake forest,10,17264,5248,Player,al-farouq-aminu-1,wake forest,wake,Al-Farouq Aminu,1,87,82,0.495,0.476,0.534,0.687,62,81,1869.0,892,74,0.238,25.0,585,0.541,17.9,180.0,0.179,1.8619582664526484,1.7549491706795077,19.090422685928303,1.5837346174424827,0.5350454788657035,12.520064205457464,3.852327447833066
51.5,30.7,Gordon Hayward,620,2010,9,15.2,0.13,1.9,18.7,UTA,butler,10,19038,9438,Player,gordon-hayward-1,butler,butler,Gordon Hayward,1,125,60,0.562,0.47,0.536,0.824,69,80,2284.0,992,88,0.369,116.0,512,0.624,14.8,138.0,0.249,2.189141856392294,1.0507880910683012,17.373029772329247,1.541155866900175,2.031523642732049,8.966725043782837,2.4168126094570925
67.6,33.7,Paul George,631,2010,10,20.0,0.153,3.8,31.1,IND,fresno state,10,21243,12601,Player,paul-george-1,fresno state,fresno,Paul George,0,151,58,0.532,0.447,0.369,0.803,63,79,2138.0,974,123,0.396,122.0,422,0.579,17.1,173.0,0.155,2.825070159027128,1.0851262862488307,18.222637979420018,2.3012160898035545,2.2825070159027128,7.895229186155285,3.23666978484565
9.6,10.0,Cole Aldrich,339,2010,11,3.1,0.135,1.0,2.6,NOH,kansas,8,3389,1050,Player,cole-aldrich-1,kansas,kansas,Cole Aldrich,1,72,253,0.574,0.574,0.515,0.729,111,83,2330.0,1038,59,0.3291618569636134,0.0,860,0.612,13.6,133.0,0.282,1.2360515021459226,4.343347639484978,17.819742489270386,1.0128755364806867,0.0,14.763948497854077,2.2832618025751072
0.8,15.7,Xavier Henry,185,2010,12,5.7,0.013000000000000001,-5.1,-2.3,MEM,kansas,5,2905,1050,Player,xavier-henry-1,kansas,kansas,Xavier Henry,1,53,18,0.555,0.458,0.325,0.783,36,78,990.0,483,54,0.418,69.0,157,0.591,14.4,69.0,0.197,2.1414141414141414,0.7272727272727273,19.515151515151516,2.1818181818181817,2.787878787878788,6.343434343434343,2.787878787878788
41.7,19.9,Ed Davis,664,2010,13,6.3,0.151,0.9,9.6,TOR,unc,10,13208,4193,Player,ed-davis-1,north carolina,unc,Ed Davis,1,44,129,0.548,0.548,0.595,0.623,61,82,1357.0,562,24,0.3291618569636134,0.0,470,0.572,14.9,86.0,0.212,1.296978629329403,3.8025055268975683,16.565954310980104,0.707442888725129,0.0,13.854089904200443,2.5350036845983785
30.2,21.3,Patrick Patterson,665,2010,14,6.8,0.102,0.2,7.9,HOU,kentucky,10,14133,4509,Player,patrick-patterson-1,kentucky,kentucky,Patrick Patterson,1,146,152,0.597,0.585,0.396,0.734,97,81,3295.0,1564,69,0.329,24.0,791,0.625,11.3,159.0,0.215,1.772382397572079,1.8452200303490138,18.986342943854325,0.8376327769347497,0.291350531107739,9.602427921092564,1.930197268588771
44.3,35.9,John Wall,573,2010,1,19.0,0.10400000000000001,2.3,22.1,WAS,kentucky,9,20545,10879,Player,john-wall-1,kentucky,kentucky,John Wall,1,241,19,0.503,0.461,0.53,0.754,37,76,1288.0,616,66,0.325,37.0,159,0.562,21.4,149.0,0.196,7.484472049689441,0.5900621118012422,19.130434782608695,2.049689440993789,1.1490683229813663,4.937888198757764,4.627329192546584
7.2,14.0,Luke Babbitt,381,2010,16,4.8,0.065,-2.8,-1.0,MIN,nevada,8,5332,1818,Player,luke-babbitt-1,nevada,nevada,Luke Babbitt,0,119,51,0.52,0.48,0.424,0.893,68,81,2370.0,1316,59,0.421,75.0,554,0.591,11.6,146.0,0.202,2.0084388185654007,0.8607594936708861,22.210970464135023,0.9957805907172995,1.2658227848101267,9.350210970464135,2.4641350210970465
10.3,19.5,Larry Sanders,238,2010,15,6.4,0.107,0.6,3.0,MIL,virginia commonwealth,6,4635,1520,Player,larry-sanders-1,virginia commonwealth,virginia,Larry Sanders,0,51,277,0.523,0.52,0.456,0.577,101,82,2376.0,1044,59,0.25,4.0,776,0.538,13.8,155.0,0.246,0.8585858585858586,4.6632996632996635,17.575757575757574,0.9932659932659933,0.06734006734006734,13.063973063973064,2.609427609427609
12.6,23.7,Greivis Vásquez,401,2010,28,9.0,0.064,-1.5,1.1,MEM,maryland,7,9520,3591,Player,greivis-vasquez-1,maryland,maryland,Greivis Vasquez,1,772,39,0.49,0.425,0.3,0.828,136,78,4568.0,2171,191,0.329,230.0,647,0.537,18.2,450.0,0.153,6.760070052539405,0.34150612959719784,19.010507880910684,1.6725043782837128,2.0140105078809105,5.665499124343257,3.940455341506129
6.3,24.4,Jordan Crawford,281,2010,27,12.2,0.044000000000000004,-2.1,-0.2,NJN,xavier,6,6843,3432,Player,jordan-crawford-1,xavier,xavier,Jordan Crawford,1,170,13,0.523,0.455,0.269,0.765,65,76,1905.0,1009,75,0.384,109.0,267,0.555,13.6,143.0,0.172,3.5695538057742784,0.27296587926509186,21.186351706036746,1.574803149606299,2.288713910761155,5.606299212598426,3.0026246719160103
9.7,15.6,Quincy Pondexter,355,2010,26,4.5,0.084,-1.2,1.1,OKC,washington,7,5530,1609,Player,quincy-pondexter-1,washington,washington,Quincy Pondexter,1,230,45,0.524,0.503,0.429,0.768,136,79,3715.0,1786,107,0.327,54.0,757,0.572,14.2,258.0,0.176,2.4764468371467023,0.4845222072678331,19.23014804845222,1.152086137281292,0.5814266487213997,8.150740242261104,2.7779273216689098
0.0,16.0,Damion James,39,2010,24,3.8,-0.001,-4.3,-0.4,ATL,texas,4,623,150,Player,damion-james-1,texas,texas,Damion James,1,163,163,0.514,0.479,0.428,0.64,142,79,4156.0,1917,137,0.364,103.0,1318,0.541,12.7,259.0,0.199,1.5688161693936478,1.5688161693936478,18.45043310875842,1.3185755534167467,0.9913378248315687,12.685274302213667,2.492781520692974
26.2,20.4,Trevor Booker,532,2010,23,6.9,0.11599999999999999,0.2,6.0,MIN,clemson,8,10872,3679,Player,trevor-booker-1,clemson,clemson,Trevor Booker,1,224,249,0.569,0.559,0.428,0.624,134,79,3806.0,1725,144,0.324,23.0,1060,0.584,15.0,260.0,0.25,2.3541776142932216,2.6169206516027326,18.12926957435628,1.5133998949027851,0.24172359432475038,11.140304781923279,2.7325275880189177
0.3,9.3,Dominique Jones,80,2010,25,3.1,0.017,-3.6,-0.3,MEM,south florida,3,741,246,Player,dominique-jones-1,south florida,south,Dominique Jones,0,328,39,0.502,0.442,0.459,0.737,95,76,3470.0,1797,144,0.323,160.0,517,0.551,13.2,249.0,0.168,3.7809798270893373,0.4495677233429395,20.714697406340058,1.659942363112392,1.8443804034582132,5.959654178674352,2.870317002881844
-0.2,7.1,Craig Brackins,17,2010,21,1.8,-0.08900000000000001,-9.1,-0.2,OKC,iowa state,2,121,30,Bust,craig-brackins-1,iowa state,iowa,Craig Brackins,1,153,99,0.472,0.445,0.349,0.726,96,82,3052.0,1539,52,0.292,69.0,736,0.514,11.6,196.0,0.137,2.0052424639580604,1.2975098296199215,20.17038007863696,0.6815203145478376,0.9043250327653997,9.64613368283093,2.5688073394495414
3.3,17.5,James Anderson,247,2010,20,5.8,0.037000000000000005,-2.8,-0.9,SAS,oklahoma state,5,4320,1422,Player,james-anderson-3,oklahoma state,byu,James Anderson,1,163,60,0.549,0.46,0.416,0.797,101,78,3316.0,1811,112,0.375,225.0,513,0.596,12.3,212.0,0.193,1.9662243667068757,0.7237635705669482,21.845597104945718,1.3510253317249699,2.7141133896260556,6.1881785283474064,2.55729794933655
15.1,28.3,Avery Bradley,555,2010,19,11.8,0.046,-1.9,0.3,BOS,texas,10,15717,6536,Player,avery-bradley-1,texas,texas,Avery Bradley,1,71,18,0.489,0.432,0.179,0.545,34,74,1003.0,396,44,0.375,42.0,98,0.496,11.5,52.0,0.127,2.831505483549352,0.7178464606181456,15.792622133599203,1.7547357926221334,1.674975074775673,3.9082751744765702,2.073778664007976
41.1,27.8,Eric Bledsoe,610,2010,18,14.2,0.11599999999999999,2.2,17.9,OKC,kentucky,10,16961,8652,Player,eric-bledsoe-1,kentucky,kentucky,Eric Bledsoe,1,107,12,0.54,0.462,0.394,0.667,37,73,1122.0,419,52,0.383,49.0,114,0.566,23.2,112.0,0.126,3.8146167557932262,0.42780748663101603,14.937611408199643,1.8538324420677363,1.7468805704099821,4.064171122994653,3.9928698752228167
0.7,13.5,Elliot Williams,109,2010,22,4.9,0.024,-5.3,-1.2,POR,memphis,4,1470,537,Player,elliot-williams-1,memphis,memphis,Elliot Williams,0,151,5,0.521,0.454,0.586,0.719,68,76,1696.0,754,66,0.345,69.0,212,0.573,16.4,129.0,0.157,3.561320754716981,0.1179245283018868,17.78301886792453,1.5566037735849056,1.6273584905660377,5.0,3.0424528301886795
13.2,15.8,Jon Leuer,377,2011,40,6.4,0.107,-1.4,0.9,MIL,wisconsin,8,5945,2395,Player,jon-leuer-1,wisconsin,wisconsin,Jon Leuer,1,135,85,0.529,0.482,0.309,0.723,123,82,2810.0,1376,51,0.368,100.0,551,0.559,10.3,142.0,0.207,1.9217081850533808,1.209964412811388,19.587188612099645,0.7259786476868326,1.4234875444839858,7.843416370106762,2.02135231316726
0.4,14.8,Malcolm Lee,36,2011,43,3.9,0.04,-2.0,0.0,CHI,ucla,3,534,140,Player,malcolm-lee-1,ucla,ucla,Malcolm Lee,1,184,20,0.492,0.441,0.43,0.717,94,77,2514.0,913,72,0.278,71.0,286,0.536,15.9,161.0,0.107,2.9276054097056488,0.31821797931583135,14.526650755767701,1.1455847255369929,1.1296738265712012,4.5505171042163886,2.561654733492442
-0.3,11.1,Darius Morris,132,2011,41,3.3,-0.01,-5.6,-1.3,LAL,michigan,4,1464,430,Player,darius-morris-1,michigan,michigan,Darius Morris,1,319,6,0.491,0.469,0.365,0.695,67,76,1996.0,666,56,0.223,23.0,197,0.526,19.6,154.0,0.125,6.3927855711422845,0.12024048096192384,13.346693386773547,1.122244488977956,0.4609218436873747,3.9478957915831665,3.0861723446893787
10.0,21.9,Kyle Singler,356,2011,33,6.5,0.062,-1.6,0.7,DET,duke,6,7794,2326,Player,kyle-singler-1,duke,duke,Kyle Singler,1,293,107,0.504,0.433,0.342,0.773,148,80,4887.0,2392,168,0.363,267.0,1015,0.548,12.6,316.0,0.21,2.3981993042766523,0.8757929199918151,19.578473501125437,1.3750767341927563,2.1853898096992017,8.307755269081236,2.586453857172089
0.0,5.0,Trey Thompkins,24,2011,37,2.4,0.004,-8.9,-0.2,LAC,georgia,1,119,57,Bust,trey-thompkins-1,georgia,georgia,Trey Thompkins,1,124,117,0.504,0.469,0.297,0.729,89,82,2628.0,1396,90,0.357,79.0,693,0.536,15.3,235.0,0.155,1.887366818873668,1.7808219178082192,21.248097412480973,1.36986301369863,1.202435312024353,10.547945205479452,3.576864535768645
1.3,14.8,Jordan Williams,43,2011,36,4.6,0.10099999999999999,-3.1,-0.2,NJN,maryland,1,635,197,Bust,jordan-williams-1,maryland,maryland,Jordan Williams,1,28,77,0.528,0.528,0.544,0.559,66,82,1890.0,873,47,0.3291618569636134,0.0,672,0.54,9.4,84.0,0.197,0.5925925925925926,1.6296296296296298,18.476190476190478,0.9947089947089948,0.0,14.222222222222223,1.777777777777778
-0.1,5.0,Tyler Honeycutt,24,2011,35,1.2,-0.049,-6.4,-0.1,SAC,ucla,2,120,28,Bust,tyler-honeycutt-1,ucla,ucla,Tyler Honeycutt,1,163,98,0.497,0.431,0.346,0.684,59,81,1873.0,608,68,0.359,65.0,407,0.528,22.1,163.0,0.111,3.4810464495461826,2.09289909236519,12.984516817939136,1.4522156967431927,1.388147357180993,8.691938067271757,3.4810464495461826
10.3,18.4,Shelvin Mack,456,2011,34,6.6,0.059000000000000004,-2.7,-1.5,WAS,butler,8,8392,2997,Player,shelvin-mack-1,butler,butler,Shelvin Mack,1,357,9,0.507,0.419,0.303,0.755,108,75,3374.0,1527,118,0.357,216.0,454,0.544,14.5,239.0,0.164,4.232365145228216,0.1066982809721399,18.1031416716064,1.3989330171902785,2.5607587433313572,5.382335506816834,2.833432128037937
0.5,12.1,Charles Jenkins,110,2011,44,3.7,0.017,-5.9,-1.3,GSW,hofstra,2,1334,408,Bust,charles-jenkins-1,hofstra,hofstra,Charles Jenkins,0,489,71,0.505,0.456,0.425,0.811,128,75,4592.0,2513,213,0.382,180.0,551,0.563,14.7,385.0,0.176,4.2595818815331015,0.6184668989547039,21.890243902439025,1.8554006968641115,1.5679442508710801,4.799651567944251,3.353658536585366
29.0,30.1,Chandler Parsons,440,2011,38,12.7,0.105,1.6,11.9,HOU,florida,9,13246,5571,Player,chandler-parsons-1,florida,florida,Chandler Parsons,1,339,42,0.546,0.477,0.363,0.611,142,81,3964.0,1452,129,0.337,153.0,859,0.56,15.3,234.0,0.157,3.420787083753784,0.4238143289606458,14.651866801210897,1.301715438950555,1.5438950554994955,8.668012108980827,2.3612512613521695
2.1,11.8,Josh Harrellson,75,2011,45,3.5,0.11599999999999999,-0.7,0.3,NOH,kentucky,3,888,265,Player,josh-harrellson-1,kentucky,kentucky,Josh Harrellson,1,39,84,0.562,0.549,0.279,0.649,94,82,1486.0,440,46,0.31,9.0,441,0.576,13.6,60.0,0.182,1.0497981157469718,2.2611036339165542,11.843876177658144,1.2382234185733512,0.24226110363391656,11.87079407806191,1.6150740242261103
0.5,5.9,Vernon Macklin,23,2011,52,2.0,0.161,-0.6,0.0,DET,florida,1,135,46,Bust,vernon-macklin-1,florida,florida,Vernon Macklin,1,94,83,0.61,0.61,0.351,0.455,136,81,2502.0,993,42,0.0,0.0,504,0.591,15.2,151.0,0.16,1.5027977617905675,1.3269384492406076,15.875299760191846,0.6714628297362111,0.0,8.057553956834532,2.414068745003997
0.1,4.5,Travis Leslie,10,2011,47,1.4,0.06,-0.2,0.0,LAC,georgia,1,45,14,Bust,travis-leslie-1,georgia,georgia,Travis Leslie,1,191,63,0.492,0.482,0.382,0.743,90,76,2345.0,1099,101,0.333,19.0,551,0.537,15.0,180.0,0.163,3.2579957356076763,1.0746268656716418,18.746268656716417,1.722814498933902,0.32409381663113,9.398720682302772,3.070362473347548
0.0,3.0,Keith Benson,3,2011,48,0.0,-0.005,-10.4,0.0,ATL,oakland,1,9,0,Bust,keith-benson-1,oakland,oakland,Keith Benson,0,94,369,0.562,0.558,0.63,0.679,135,83,3616.0,1903,68,0.379,11.0,1103,0.597,10.3,183.0,0.218,1.0398230088495575,4.081858407079646,21.05088495575221,0.752212389380531,0.12168141592920353,12.20132743362832,2.024336283185841
-0.7,7.8,Josh Selby,38,2011,49,2.2,-0.113,-10.1,-0.6,MEM,kansas,2,296,83,Bust,josh-selby-1,kansas,kansas,Josh Selby,1,56,1,0.461,0.373,0.192,0.757,26,74,530.0,206,21,0.362,34.0,58,0.489,20.1,53.0,0.098,4.226415094339623,0.07547169811320754,15.547169811320757,1.5849056603773584,2.5660377358490565,4.377358490566038,4.0
13.8,17.8,Lavoy Allen,388,2011,50,4.8,0.096,-1.2,1.3,PHI,temple,6,6905,1847,Player,lavoy-allen-1,temple,temple,Lavoy Allen,0,281,213,0.542,0.534,0.293,0.671,135,81,4352.0,1421,72,0.288,19.0,1147,0.562,13.0,189.0,0.176,2.5827205882352944,1.9577205882352942,13.060661764705884,0.6617647058823529,0.17463235294117646,10.542279411764707,1.7371323529411764
0.0,0.0,Jon Diebler,0,2011,51,0.0,0.0,0.0,0.0,POR,ohio state,0,0,0,Bust,jon-diebler-1,ohio state,ohio,Jon Diebler,1,269,24,0.595,0.427,0.237,0.821,144,78,4688.0,1536,138,0.416,374.0,404,0.622,12.0,169.0,0.148,2.295221843003413,0.20477815699658702,13.10580204778157,1.1774744027303754,3.191126279863481,3.4470989761092152,1.4419795221843004
1.6,10.8,DeAndre Liggins,177,2011,53,2.0,0.04,-2.0,0.0,ORL,kentucky,5,1907,346,Player,deandre-liggins-1,kentucky,kentucky,DeAndre Liggins,1,212,50,0.472,0.407,0.411,0.643,100,78,2192.0,576,90,0.332,62.0,296,0.505,20.5,147.0,0.114,3.8686131386861318,0.9124087591240876,10.51094890510949,1.6423357664233575,1.1313868613138687,5.401459854014599,2.682481751824817
14.2,21.6,E'Twaun Moore,551,2011,55,8.2,0.057,-1.8,0.4,BOS,purdue,9,11894,4502,Player,etwaun-moore-1,purdue,purdue,E'Twaun Moore,1,400,59,0.508,0.44,0.258,0.729,140,76,4517.0,2136,164,0.38,243.0,610,0.536,12.7,289.0,0.171,3.542174009298207,0.5224706663714855,18.915209209652424,1.4522913438122647,2.1518707106486605,5.401815364179765,2.5592207217179546
-0.3,6.8,Justin Harper,22,2011,32,2.0,-0.09300000000000001,-8.4,-0.2,CLE,richmond,3,150,45,Player,justin-harper-1,richmond,richmond,Justin Harper,0,102,113,0.564,0.483,0.258,0.711,137,82,3133.0,1457,76,0.382,179.0,651,0.584,12.1,172.0,0.176,1.3022661985317587,1.4427066709224383,18.601978933929143,0.970315991062879,2.2853495052665176,8.311522502393872,2.195978295563358
0.0,9.7,Andrew Goudelock,49,2011,46,4.0,0.003,-6.5,-0.5,LAL,college of charleston,3,475,197,Player,andrew-goudelock-1,college of charleston,college,Andrew Goudelock,0,424,37,0.552,0.457,0.15,0.838,140,74,4588.0,2571,130,0.413,396.0,464,0.574,12.2,311.0,0.16,3.6965998256320836,0.3225806451612903,22.414995640802093,1.1333914559721012,3.4524847428073233,4.0453356582388835,2.7114210985178726
45.4,28.9,Isaiah Thomas,523,2011,60,18.1,0.14400000000000002,1.4,13.1,SAC,washington,9,15135,9487,Player,isaiah-thomas-1,washington,washington,Isaiah Thomas,1,415,7,0.489,0.426,0.484,0.713,105,68,3197.0,1721,122,0.325,164.0,366,0.538,14.8,279.0,0.165,5.192367844854551,0.08758210822646231,21.532686893963092,1.5264310290897718,2.0519236784485457,4.579293087269315,3.490772599311855
23.1,21.8,Cory Joseph,576,2011,29,6.9,0.08800000000000001,-0.8,3.7,SAS,texas,9,12559,3973,Player,cory-joseph-1,texas,texas,Cory Joseph,1,109,11,0.503,0.422,0.227,0.699,36,75,1166.0,375,37,0.413,52.0,128,0.526,13.1,54.0,0.152,3.7392795883361925,0.3773584905660377,12.864493996569468,1.2692967409948541,1.783876500857633,4.391080617495712,1.8524871355060035
61.4,33.8,Kyrie Irving,527,2011,1,22.4,0.166,3.9,26.5,CLE,duke,9,17798,11831,Player,kyrie-irving-1,duke,duke,Kyrie Irving,1,47,6,0.615,0.529,0.683,0.901,11,74,303.0,192,16,0.462,18.0,37,0.697,16.4,27.0,0.32,6.204620462046204,0.7920792079207921,25.346534653465348,2.112211221122112,2.376237623762376,4.884488448844885,3.564356435643564
14.1,20.7,Derrick Williams,428,2011,2,8.9,0.076,-3.2,-2.6,MIN,arizona,7,8864,3809,Player,derrick-williams-2,arizona,birmingham,Derrick Williams,1,65,46,0.621,0.586,0.85,0.719,69,80,2016.0,1227,56,0.511,46.0,533,0.66,14.7,160.0,0.242,1.2896825396825398,0.9126984126984127,24.345238095238095,1.1111111111111112,0.9126984126984127,10.575396825396826,3.1746031746031744
42.5,28.1,Tristan Thompson,609,2011,4,9.4,0.11900000000000001,-0.5,6.4,CLE,texas,9,17111,5720,Player,tristan-thompson-2,texas,north,Tristan Thompson,1,45,86,0.546,0.546,0.829,0.487,36,80,1104.0,471,34,0.3291618569636134,0.0,282,0.536,12.7,64.0,0.2,1.6304347826086958,3.1159420289855073,17.065217391304348,1.2318840579710146,0.0,10.217391304347828,2.318840579710145
11.3,29.6,Brandon Knight,437,2011,8,14.1,0.042,-1.6,1.5,DET,kentucky,8,12916,6165,Player,brandon-knight-1,kentucky,kentucky,Brandon Knight,1,159,8,0.508,0.423,0.333,0.795,38,75,1363.0,657,25,0.377,87.0,153,0.553,16.8,120.0,0.157,4.666177549523111,0.2347762289068232,19.280997798972855,0.7336757153338225,2.553191489361702,4.4900953778429935,3.521643433602348
53.8,33.9,Kemba Walker,647,2011,9,20.0,0.11800000000000001,2.6,25.4,CHA,uconn,9,21954,12935,Player,kemba-walker-1,connecticut,uconn,Kemba Walker,1,460,28,0.475,0.428,0.474,0.783,111,73,3647.0,1783,185,0.326,126.0,493,0.539,13.5,258.0,0.196,5.045242665204277,0.30710172744721687,19.555799287085275,2.0290649849191116,1.3819577735124762,5.407183986838497,2.8297230600493557
2.2,13.3,Jimmer Fredette,241,2011,10,6.0,0.033,-4.2,-1.8,MIL,byu,6,3213,1438,Player,jimmer-fredette-1,brigham young,byu,Jimmer Fredette,0,515,12,0.535,0.455,0.386,0.882,139,74,4119.0,2599,167,0.394,296.0,367,0.596,13.8,350.0,0.223,5.001213886865744,0.11653313911143481,25.23913571255159,1.6217528526341347,2.8744840980820587,3.563971837824715,3.3988832240835154
46.8,33.1,Klay Thompson,615,2011,11,19.5,0.11,0.2,11.3,GSW,washington state,8,20340,11995,Player,klay-thompson-1,washington state,washington,Klay Thompson,1,259,74,0.509,0.424,0.27,0.827,98,78,3367.0,1756,130,0.39,242.0,475,0.55,15.3,289.0,0.159,3.076923076923077,0.8791208791208792,20.86130086130086,1.5444015444015444,2.8749628749628746,5.643005643005643,3.4333234333234337
15.4,21.9,Alec Burks,475,2011,12,10.1,0.071,-2.0,-0.1,UTA,colorado,9,10389,4817,Player,alec-burks-1,colorado,colorado,Alec Burks,1,165,24,0.522,0.495,0.579,0.804,68,78,2100.0,1291,76,0.313,47.0,397,0.592,12.6,157.0,0.206,3.142857142857143,0.45714285714285713,24.59047619047619,1.4476190476190476,0.8952380952380952,7.561904761904762,2.9904761904761905
24.7,25.7,Markieff Morris,621,2011,13,11.6,0.07400000000000001,-0.9,4.4,PHO,kansas,9,15986,7188,Player,markieff-morris-1,kansas,kansas,Markieff Morris,1,126,103,0.583,0.553,0.504,0.653,109,82,2105.0,923,60,0.404,38.0,662,0.603,18.4,172.0,0.208,2.3942992874109263,1.9572446555819478,17.53919239904988,1.1401425178147269,0.7220902612826603,12.57957244655582,3.268408551068884
29.5,26.9,Marcus Morris,586,2011,14,12.1,0.09,-0.7,5.3,HOU,kansas,9,15770,7080,Player,marcus-morris-1,kansas,kansas,Marcus Morris,1,137,48,0.579,0.555,0.514,0.66,109,81,2611.0,1371,102,0.358,44.0,676,0.601,13.1,172.0,0.232,2.0988127154346996,0.7353504404442743,21.00344695518958,1.5626196859440826,0.6740712370739179,10.356185369590197,2.635005744925316
72.9,33.1,Jimmy Butler,564,2011,30,17.0,0.188,4.1,28.7,CHI,marquette,9,18656,9560,Player,jimmy-butler-1,marquette,marquette,Jimmy Butler,1,180,50,0.531,0.508,0.776,0.773,106,79,3134.0,1277,115,0.383,36.0,579,0.607,9.5,110.0,0.203,2.297383535417996,0.6381620931716656,16.29865985960434,1.467772814294831,0.4594767070835992,7.389917038927888,1.4039566049776644
