win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word
10.2,13.9,Kevon Looney,214,2015,30,4.4,0.165,1.9,2.9,GSW,ucla,5,2964,937,Player,kevon-looney-1,ucla,ucla
0.6,9.0,Chris McCullough,59,2015,29,3.3,0.054000000000000006,-2.3,0.0,BRK,syracuse,3,532,194,Player,chris-mccullough-1,syracuse,syracuse
8.0,28.9,D'Angelo Russell,303,2015,2,17.3,0.044000000000000004,0.5,5.6,LAL,ohio state,5,8751,5236,Player,dangelo-russell-1,ohio state,ohio
6.4,20.5,Jahlil Okafor,215,2015,3,11.1,0.069,-3.2,-1.3,PHI,duke,5,4416,2386,Player,jahlil-okafor-1,duke,duke
19.8,23.8,Willie Cauley-Stein,338,2015,6,9.8,0.11800000000000001,0.7,5.5,SAC,kentucky,5,8054,3300,Player,willie-cauley-stein-1,kentucky,kentucky
3.2,20.7,Stanley Johnson,301,2015,8,6.7,0.024,-2.2,-0.3,DET,arizona,5,6240,2006,Player,stanley-johnson-1,arizona,arizona
12.4,22.2,Frank Kaminsky,314,2015,9,9.9,0.086,-1.1,1.5,CHO,wisconsin,5,6970,3110,Player,frank-kaminsky-1,wisconsin,wisconsin
7.8,28.4,Justise Winslow,241,2015,10,9.0,0.055,-0.9,1.9,MIA,duke,5,6848,2181,Player,justise-winslow-1,duke,duke
24.6,28.2,Myles Turner,318,2015,11,12.8,0.132,1.4,7.8,IND,texas,5,8962,4063,Player,myles-turner-1,texas,texas
9.2,17.5,Trey Lyles,335,2015,12,7.2,0.075,-2.3,-0.5,UTA,kentucky,5,5863,2419,Player,trey-lyles-1,kentucky,kentucky
15.0,33.3,Devin Booker,317,2015,13,22.2,0.068,-0.6,3.7,PHO,kentucky,5,10568,7038,Player,devin-booker-2,kentucky,clemson
2.2,16.0,Cameron Payne,153,2015,14,6.0,0.044000000000000004,-2.9,-0.6,OKC,murray state,4,2454,914,Player,cameron-payne-1,murray state,murray
50.0,34.3,Karl-Anthony Towns,353,2015,1,22.6,0.198,5.3,22.3,MIN,kentucky,5,12124,7993,Player,karl-anthony-towns-1,kentucky,kentucky
12.1,22.1,Terry Rozier,320,2015,16,9.3,0.08199999999999999,-0.5,2.6,BOS,louisville,5,7076,2961,Player,terry-rozier-1,louisville,louisville
11.6,23.7,Kelly Oubre,338,2015,15,10.6,0.07,-1.9,0.2,ATL,kansas,5,8013,3590,Player,kelly-oubre-1,kansas,kansas
0.4,8.8,R.J. Hunter,45,2015,28,3.0,0.051,-3.3,-0.1,BOS,georgia state university,4,395,133,Player,rj-hunter-1,georgia state,georgia
19.0,23.1,Larry Nance,299,2015,27,7.9,0.132,2.1,7.2,LAL,wyoming,5,6900,2356,Player,larry-nance-2,wyoming,clemson
10.1,17.9,Tyus Jones,296,2015,24,5.3,0.091,-1.7,0.4,CLE,duke,5,5298,1561,Player,tyus-jones-1,duke,duke
11.5,23.1,Rondae Hollis-Jefferson,272,2015,23,9.6,0.08800000000000001,-0.7,2.0,POR,arizona,5,6277,2605,Player,rondae-hollis-jefferson-1,arizona,arizona
3.2,15.9,Jarell Martin,184,2015,25,5.4,0.053,-3.8,-1.3,MEM,lsu,4,2927,998,Player,jarell-martin-1,louisiana state,lsu
4.6,13.1,Justin Anderson,219,2015,21,5.3,0.077,-1.9,0.1,DAL,virginia,5,2874,1157,Player,justin-anderson-1,virginia,virginia
13.8,19.5,Delon Wright,244,2015,20,7.4,0.139,2.0,4.8,TOR,utah,5,4765,1800,Player,delon-wright-1,utah,utah
8.3,18.0,Jerian Grant,273,2015,19,6.1,0.081,-2.0,0.0,WAS,notre dame,4,4918,1665,Player,jerian-grant-1,notre dame,notre
5.4,15.5,Sam Dekker,200,2015,18,5.5,0.083,-1.9,0.1,HOU,wisconsin,4,3096,1094,Player,sam-dekker-1,wisconsin,wisconsin
-0.6,12.0,Rashad Vaughn,139,2015,17,3.0,-0.017,-5.6,-1.5,MIL,unlv,3,1671,423,Player,rashad-vaughn-1,nevada las vegas,unlv
10.2,20.4,Bobby Portis,298,2015,22,10.1,0.081,-2.0,0.0,CHI,arkansas,5,6065,3013,Player,bobby-portis-1,arkansas,arkansas
-0.1,3.4,Diamond Stone,7,2016,40,1.4,-0.21100000000000002,-24.1,-0.1,NOP,maryland,1,24,10,Bust,diamond-stone-1,maryland,maryland
-0.9,20.5,Isaiah Whitehead,89,2016,42,7.2,-0.025,-4.9,-1.4,UTA,seton hall,2,1823,643,Bust,isaiah-whitehead-1,seton hall,seton
0.0,5.7,Stephen Zimmerman,19,2016,41,1.2,-0.005,-7.3,-0.1,ORL,unlv,1,108,23,Bust,stephen-zimmermanjr-1,nevada las vegas,unlv
5.9,11.9,Cheick Diallo,164,2016,33,5.2,0.145,-2.4,-0.2,LAC,kansas,4,1953,858,Player,cheick-diallo-1,kansas,kansas
0.1,12.3,Chinanu Onuaku,6,2016,37,3.0,0.043,-4.1,0.0,HOU,louisville,2,74,18,Bust,chinanu-onuaku-1,louisville,louisville
16.2,28.4,Malcolm Brogdon,221,2016,36,13.4,0.124,0.3,3.6,MIL,virginia,4,6280,2971,Player,malcolm-brogdon-1,virginia,virginia
0.5,20.9,Tyler Ulis,133,2016,34,7.5,0.008,-4.7,-1.9,PHO,kentucky,3,2782,998,Player,tyler-ulis-1,kentucky,kentucky
3.9,16.8,Patrick McCaw,182,2016,38,3.9,0.06,-2.1,0.0,MIL,unlv,4,3058,714,Player,patrick-mccaw-1,nevada las vegas,unlv
0.2,5.2,Demetrius Jackson,26,2016,45,1.8,0.087,-2.2,0.0,BOS,notre dame,3,136,48,Player,demetrius-jackson-2,notre dame,pacific
0.3,5.1,Joel Bolomboy,18,2016,52,1.7,0.132,-3.7,0.0,UTA,weber state,2,91,31,Bust,joel-bolomboy-1,weber state,weber
2.9,13.6,Jake Layman,155,2016,47,5.2,0.066,-2.0,0.0,ORL,maryland,4,2105,800,Player,jake-layman-1,maryland,maryland
-0.1,3.6,Michael Gbinije,9,2016,49,0.4,-0.136,-10.5,-0.1,DET,syracuse,1,32,4,Bust,michael-gbinije-1,syracuse,syracuse
2.6,9.2,Georges Niang,133,2016,50,3.9,0.10300000000000001,-1.2,0.3,IND,iowa state,4,1217,513,Player,georges-niang-1,iowa state,iowa
-0.1,3.3,Ben Bentil,3,2016,51,0.0,-0.473,-26.9,-0.1,BOS,providence,1,10,0,Bust,ben-bentil-1,providence,providence
-0.4,9.1,Kay Felder,58,2016,54,3.8,-0.040999999999999995,-7.7,-0.8,ATL,oakland,2,526,223,Bust,kahlil-felder-1,oakland,oakland
0.0,5.6,Marcus Paige,5,2016,55,2.4,-0.006,-6.9,0.0,BRK,unc,1,28,12,Bust,marcus-paige-1,north carolina,unc
0.0,9.3,Daniel Hamilton,25,2016,56,2.8,0.0,-5.3,-0.2,DEN,uconn,2,232,69,Bust,daniel-hamilton-1,connecticut,uconn
1.4,12.2,Abdel Nader,143,2016,58,4.1,0.039,-4.5,-1.1,BOS,iowa state,3,1749,587,Player,abdel-nader-1,iowa state,iowa
0.0,0.0,Isaiah Cousins,0,2016,59,0.0,0.0,0.0,0.0,SAC,oklahoma,0,0,0,Bust,isaiah-cousins-1,oklahoma,oklahoma
0.2,15.5,Tyrone Wallace,106,2016,60,5.2,0.006,-4.2,-0.9,UTA,california,3,1639,549,Player,tyrone-wallace-1,california,california
3.6,12.1,Deyonta Davis,107,2016,31,4.2,0.131,-1.4,0.2,BOS,michigan state,3,1299,454,Player,deyonta-davis-1,michigan state,michigan
0.0,7.4,A.J. Hammons,22,2016,46,2.2,-0.001,-5.6,-0.1,DAL,purdue,1,163,48,Bust,aj-hammons-1,purdue,purdue
5.0,19.2,Dejounte Murray,162,2016,29,7.5,0.077,0.7,2.1,SAS,washington,3,3104,1219,Player,dejounte-murray-1,washington,washington
24.1,34.4,Ben Simmons,207,2016,1,16.4,0.162,4.6,11.8,PHI,lsu,3,7131,3396,Player,ben-simmons-1,louisiana state,lsu
8.8,32.1,Brandon Ingram,234,2016,2,16.0,0.055999999999999994,-1.7,0.5,LAL,duke,4,7520,3733,Player,brandon-ingram-1,duke,duke
12.8,25.7,Jaylen Brown,261,2016,3,12.6,0.092,-1.2,1.3,BOS,california,4,6711,3278,Player,jaylen-brown-1,california,california
4.0,24.3,Kris Dunn,227,2016,5,8.3,0.035,-0.8,1.6,MIN,providence,4,5516,1884,Player,kris-dunn-1,providence,providence
12.0,27.9,Buddy Hield,292,2016,6,15.8,0.07,-0.4,3.3,NOP,oklahoma,4,8151,4615,Player,buddy-hield-1,oklahoma,oklahoma
14.8,29.0,Jamal Murray,278,2016,7,15.2,0.08800000000000001,-0.5,3.0,DEN,kentucky,4,8055,4234,Player,jamal-murray-1,kentucky,kentucky
4.0,14.0,Damian Jones,93,2016,30,4.7,0.146,0.2,0.7,GSW,vanderbilt,4,1300,438,Player,damian-jones-1,vanderbilt,vanderbilt
15.1,16.3,Jakob Pöltl,260,2016,9,5.4,0.171,3.3,5.7,TOR,utah,4,4250,1402,Player,jakob-poeltl-1,utah,utah
18.5,24.9,Domantas Sabonis,274,2016,11,11.7,0.13,0.7,4.6,ORL,gonzaga,4,6829,3193,Player,domantas-sabonis-1,gonzaga,gonzaga
5.6,26.4,Taurean Waller-Prince,243,2016,12,11.6,0.042,-1.5,0.8,UTA,baylor,4,6404,2826,Player,taurean-prince-1,baylor,baylor
3.6,21.0,Denzel Valentine,163,2016,14,7.6,0.051,-1.2,0.7,CHI,michigan state,3,3423,1244,Player,denzel-valentine-1,michigan state,michigan
4.2,18.9,Marquese Chriss,241,2016,8,7.6,0.045,-1.8,0.2,SAC,washington,4,4564,1833,Player,marquese-chriss-1,washington,washington
4.4,17.5,Skal Labissière,148,2016,28,7.2,0.08199999999999999,-1.7,0.2,PHO,kentucky,4,2595,1069,Player,skal-labissiere-1,kentucky,kentucky
19.2,25.3,Pascal Siakam,254,2016,27,12.1,0.14400000000000002,2.1,6.7,TOR,new mexico state,4,6414,3078,Player,pascal-siakam-1,new mexico state,new
0.1,5.1,Brice Johnson,21,2016,25,2.2,0.062,-2.5,0.0,LAC,unc,2,107,47,Bust,brice-johnson-1,north carolina,unc
1.1,19.4,DeAndre' Bembry,189,2016,21,6.2,0.013999999999999999,-2.7,-0.6,ATL,saint joseph's,4,3672,1173,Player,deandre-bembry-1,saint josephs,saint
5.4,25.0,Caris LeVert,190,2016,20,11.4,0.055,-1.2,1.0,IND,michigan,4,4746,2174,Player,caris-levert-1,michigan,michigan
5.6,16.3,Malik Beasley,204,2016,19,7.3,0.08199999999999999,-2.1,-0.1,DEN,florida state,4,3325,1495,Player,malik-beasley-1,florida state,florida
0.3,9.2,Henry Ellenson,81,2016,18,4.0,0.018000000000000002,-6.3,-0.8,DET,marquette,4,749,327,Player,henry-ellenson-1,marquette,marquette
-0.3,10.3,Wade Baldwin,56,2016,17,3.1,-0.027999999999999997,-5.7,-0.5,MEM,vanderbilt,3,579,174,Player,wade-baldwin-1,vanderbilt,vanderbilt
-0.1,8.9,Malachi Richardson,70,2016,22,2.8,-0.009000000000000001,-6.8,-0.8,CHO,syracuse,3,625,198,Player,malachi-richardson-1,syracuse,syracuse
1.0,16.1,Tyler Dorsey,104,2017,41,6.7,0.03,-4.1,-0.9,ATL,oregon,2,1672,701,Bust,tyler-dorsey-1,oregon,oregon
2.9,20.2,Damyean Dotson,159,2017,44,7.8,0.044000000000000004,-2.6,-0.5,NYK,oregon,3,3211,1246,Player,damyean-dotson-1,houston,houston
7.4,19.8,Thomas Bryant,114,2017,42,9.9,0.158,1.2,1.8,UTA,indiana,3,2252,1125,Player,thomas-bryant-1,indiana,indiana
0.4,16.0,Dwayne Bacon,132,2017,40,5.4,0.01,-5.5,-1.9,NOP,florida state,3,2116,713,Player,dwayne-bacon-1,florida state,florida
3.5,17.5,Wesley Iwundu,164,2017,33,4.5,0.059000000000000004,-2.9,-0.6,ORL,kansas state,3,2873,742,Player,wesley-iwundu-1,kansas state,kansas
4.9,12.1,Jordan Bell,150,2017,38,3.8,0.128,1.1,1.4,CHI,oregon,3,1818,564,Player,jordan-bell-1,oregon,oregon
3.1,13.9,Semi Ojeleye,174,2017,37,3.0,0.061,-3.1,-0.7,BOS,smu,3,2419,514,Player,semi-ojeleye-1,southern methodist,smu
3.2,14.6,Ivan Rabb,85,2017,35,5.7,0.125,-1.0,0.3,ORL,california,2,1237,485,Bust,ivan-rabb-1,california,california
0.8,15.3,Frank Mason,94,2017,34,6.5,0.027999999999999997,-3.8,-0.6,SAC,kansas,3,1437,613,Player,frank-mason-1,kansas,kansas
-0.4,15.1,Jawun Evans,56,2017,39,4.2,-0.022000000000000002,-5.2,-0.7,PHI,oklahoma state,2,843,237,Bust,jawun-evans-1,oklahoma state,oklahoma
3.6,15.9,Sterling Brown,145,2017,46,5.2,0.075,-2.6,-0.4,PHI,smu,3,2307,757,Player,sterling-brown-2,southern methodist,washington
1.0,10.7,Sindarius Thornwell,137,2017,48,2.5,0.034,-2.1,0.0,MIL,south carolina,2,1469,344,Bust,sindarius-thornwell-1,south carolina,south
8.8,22.2,Monte Morris,134,2017,51,9.3,0.141,-0.5,1.1,DEN,iowa state,3,2980,1248,Player,monte-morris-1,iowa state,iowa
0.4,11.0,Edmond Sumner,43,2017,52,3.6,0.040999999999999995,-2.6,-0.1,NOP,xavier,3,472,154,Player,edmond-sumner-1,xavier,xavier
0.9,13.5,Kadeem Allen,46,2017,53,5.5,0.071,-2.5,-0.1,BOS,arizona,3,619,252,Player,kadeem-allen-1,arizona,arizona
0.3,11.3,Alec Peters,20,2017,54,4.1,0.055,-3.3,-0.1,PHO,valparaiso,1,225,82,Bust,alec-peters-1,valparaiso,valparaiso
0.0,3.1,Nigel Williams-Goss,9,2017,55,0.4,-0.037000000000000005,-4.2,0.0,UTA,gonzaga,1,28,4,Bust,nigel-williams-goss-1,gonzaga,gonzaga
0.2,8.8,Jabari Bird,13,2017,56,3.0,0.098,-2.1,0.0,BOS,california,1,115,39,Bust,jabari-bird-1,california,california
0.3,16.3,Jaron Blossomgame,27,2017,59,4.2,0.03,-4.5,-0.3,SAS,clemson,1,439,114,Bust,jaron-blossomgame-1,clemson,clemson
-0.2,9.3,Davon Reed,31,2017,32,2.4,-0.039,-6.3,-0.3,PHO,miami (fl),2,289,75,Bust,davon-reed-1,miami fl,miami
0.0,2.6,Ike Anigbogu,14,2017,47,0.9,0.057,-6.8,0.0,IND,ucla,2,36,13,Bust,ike-anigbogu-1,ucla,ucla
0.3,16.8,Frank Jackson,101,2017,31,7.2,0.009000000000000001,-5.5,-1.5,CHO,duke,2,1695,725,Bust,frank-jackson-2,duke,georgia
2.6,27.3,Dillon Brooks,149,2017,45,12.2,0.031,-3.1,-1.1,HOU,oregon,3,4065,1824,Player,dillon-brooks-1,oregon,oregon
6.5,22.8,Derrick White,129,2017,29,9.0,0.106,0.7,2.0,SAS,colorado,3,2937,1164,Player,derrick-white-1,colorado,colorado
2.2,24.7,Markelle Fultz,80,2017,1,10.1,0.054000000000000006,-2.0,0.0,PHI,washington,3,1978,805,Player,markelle-fultz-1,washington,washington
4.8,32.1,Lonzo Ball,140,2017,2,10.6,0.051,0.9,3.3,LAL,ucla,3,4490,1482,Player,lonzo-ball-1,ucla,ucla
15.8,31.4,Jayson Tatum,202,2017,3,16.2,0.12,0.4,3.8,BOS,duke,3,6343,3278,Player,jayson-tatum-1,duke,duke
-2.4,25.2,Josh Jackson,158,2017,4,12.3,-0.028999999999999998,-4.6,-2.6,PHO,kansas,3,3981,1938,Player,josh-jackson-2,kansas,south
7.4,30.0,De'Aaron Fox,184,2017,5,15.4,0.064,-0.7,1.8,SAC,kentucky,3,5512,2835,Player,deaaron-fox-1,kentucky,kentucky
6.7,26.0,Jonathan Isaac,134,2017,6,9.3,0.092,0.7,2.4,ORL,florida state,3,3481,1249,Player,jonathan-isaac-1,florida state,florida
8.7,30.7,Lauri Markkanen,166,2017,7,16.2,0.08199999999999999,-1.6,0.5,MIN,arizona,3,5097,2697,Player,lauri-markkanen-1,arizona,arizona
7.3,25.3,Josh Hart,172,2017,30,8.5,0.081,-0.4,1.8,UTA,villanova,3,4360,1462,Player,josh-hart-1,villanova,villanova
-1.3,26.9,Dennis Smith,146,2017,9,13.0,-0.016,-2.7,-0.7,DAL,nc state,3,3927,1894,Player,dennis-smithjr-1,north carolina state,utah
3.7,17.0,Zach Collins,146,2017,10,5.7,0.071,-1.4,0.4,SAC,gonzaga,3,2487,831,Player,zach-collins-1,gonzaga,gonzaga
0.7,16.6,Malik Monk,182,2017,11,8.2,0.011000000000000001,-4.2,-1.6,CHO,kentucky,3,3024,1488,Player,malik-monk-1,kentucky,kentucky
7.1,23.3,Luke Kennard,164,2017,12,9.8,0.08900000000000001,-1.3,0.7,DET,duke,3,3822,1613,Player,luke-kennard-1,duke,duke
14.9,33.7,Donovan Mitchell,203,2017,13,22.7,0.10400000000000001,1.1,5.3,DEN,louisville,3,6850,4601,Player,donovan-mitchell-1,louisville,louisville
17.3,24.8,Bam Adebayo,198,2017,14,9.9,0.16899999999999998,2.9,6.0,MIA,kentucky,3,4902,1956,Player,edrice-adebayo-1,kentucky,kentucky
0.0,5.4,Justin Patton,9,2017,16,1.8,0.016,-4.1,0.0,CHI,creighton,3,49,16,Player,justin-patton-1,creighton,creighton
4.8,19.9,Justin Jackson,192,2017,15,6.7,0.06,-2.7,-0.7,POR,unc,3,3818,1289,Player,justin-jackson-4,north carolina,tennessee
1.8,9.1,Tony Bradley,48,2017,28,3.8,0.201,0.1,0.2,LAL,unc,3,437,184,Player,tony-bradley-1,north carolina,unc
8.0,30.6,Kyle Kuzma,185,2017,27,16.5,0.068,-2.0,0.0,BRK,utah,3,5665,3045,Player,kyle-kuzma-1,utah,utah
-0.4,7.6,Caleb Swanigan,59,2017,26,2.1,-0.039,-6.6,-0.5,POR,purdue,3,447,122,Player,caleb-swanigan-1,purdue,purdue
0.2,3.7,Tyler Lydon,26,2017,24,0.9,0.084,-2.6,0.0,UTA,syracuse,2,96,23,Bust,tyler-lydon-1,syracuse,syracuse
8.3,22.4,OG Anunoby,189,2017,23,7.4,0.094,0.2,2.4,TOR,indiana,3,4233,1406,Player,og-anunoby-1,indiana,indiana
1.3,13.3,Harry Giles,80,2017,20,6.3,0.057999999999999996,-2.0,0.0,POR,duke,2,1063,506,Bust,harry-giles-1,duke,duke
13.6,27.3,John Collins,158,2017,19,15.2,0.151,1.4,3.7,ATL,wake forest,3,4314,2402,Player,john-collins-1,wake forest,wake
2.7,8.7,T.J. Leaf,133,2017,18,3.4,0.113,-3.0,-0.3,IND,ucla,3,1161,448,Player,tj-leaf-1,ucla,ucla
2.1,12.4,D.J. Wilson,96,2017,17,4.0,0.083,-2.3,-0.1,MIL,michigan,3,1188,381,Player,dj-wilson-1,michigan,michigan
17.4,24.2,Jarrett Allen,199,2017,22,10.0,0.17300000000000001,2.0,4.8,BRK,texas,3,4819,1995,Player,jarrett-allen-1,texas,texas
0.0,0.0,Justin Jackson,0,2018,43,0.0,0.0,0.0,0.0,DEN,maryland,0,0,0,Bust,justin-jackson-5,maryland,tennessee
3.2,22.4,Bruce Brown,121,2018,42,6.0,0.055999999999999994,-1.3,0.5,DET,miami (fl),2,2714,724,Player,bruce-brown-2,miami fl,hampton
0.0,4.1,Jarred Vanderbilt,24,2018,41,1.2,-0.021,-6.0,-0.1,ORL,kentucky,2,98,28,Player,jarred-vanderbilt-1,kentucky,kentucky
0.4,14.2,Jevon Carter,72,2018,32,4.1,0.021,-2.8,-0.2,MEM,west virginia,2,1019,292,Player,jevon-carter-1,west virginia,west
0.7,13.7,Gary Trent,51,2018,37,4.9,0.048,-2.8,-0.1,SAC,duke,2,697,252,Player,gary-trentjr-1,duke,ohio
-0.1,4.0,Melvin Frazier,23,2018,35,1.4,-0.043,-7.7,-0.1,ORL,tulane,2,91,33,Player,melvin-frazier-1,tulane,tulane
3.0,25.1,Devonte' Graham,94,2018,34,11.6,0.061,-1.2,0.5,ATL,kansas,2,2363,1089,Player,devonte-graham-1,kansas,kansas
4.5,19.9,Jalen Brunson,121,2018,33,8.6,0.08900000000000001,-2.2,-0.1,DAL,villanova,2,2404,1041,Player,jalen-brunson-1,villanova,villanova
0.0,7.2,Khyri Thomas,28,2018,38,2.2,0.006,-5.3,-0.2,PHI,creighton,2,201,62,Player,khyri-thomas-1,creighton,creighton
0.1,3.3,Thomas Welsh,11,2018,58,1.6,0.162,-2.6,0.0,DEN,ucla,1,36,18,Bust,thomas-welsh-1,ucla,ucla
1.6,18.9,De'Anthony Melton,86,2018,46,6.3,0.048,-0.8,0.5,HOU,usc,2,1628,541,Player,deanthony-melton-1,southern california,usc
1.4,16.4,Sviatoslav Mykhailiuk,87,2018,47,6.1,0.049,-2.7,-0.3,LAL,kansas,2,1424,530,Player,sviatoslav-mykhailiuk-1,kansas,kansas
1.5,17.4,Keita Bates-Diop,65,2018,48,6.2,0.063,-2.6,-0.2,MIN,ohio state,2,1133,400,Player,keita-bates-diop-1,ohio state,ohio
-0.1,4.8,Chimezie Metu,42,2018,49,2.1,-0.013000000000000001,-6.4,-0.2,SAS,usc,2,203,87,Player,chimezie-metu-1,southern california,usc
0.2,4.4,Alize Johnson,25,2018,50,1.2,0.077,-6.7,-0.1,IND,missouri state,2,110,31,Player,alize-johnson-1,missouri state,missouri
0.0,0.0,Tony Carr,0,2018,51,0.0,0.0,0.0,0.0,NOP,penn state,0,0,0,Bust,tony-carr-1,penn state,penn
0.0,8.0,Vince Edwards,2,2018,52,1.5,-0.013999999999999999,-9.8,0.0,UTA,purdue,1,16,3,Bust,vince-edwards-2,purdue,western
0.0,4.0,Devon Hall,5,2018,53,1.0,-0.059000000000000004,-11.5,0.0,OKC,virginia,1,20,5,Bust,devon-hall-1,virginia,virginia
0.7,13.3,Shake Milton,36,2018,54,5.2,0.069,-2.9,-0.1,DAL,smu,2,478,188,Player,malik-milton-1,southern methodist,smu
0.2,10.6,Ray Spalding,14,2018,56,3.9,0.051,-3.4,-0.1,PHI,louisville,1,148,54,Bust,raymond-spalding-1,louisville,louisville
-0.1,2.2,Kevin Hervey,6,2018,57,0.0,-0.35700000000000004,-17.0,0.0,OKC,ut arlington,1,13,0,Bust,kevin-hervey-1,texas arlington,texas
1.0,13.7,Hamidou Diallo,81,2018,45,4.8,0.040999999999999995,-4.7,-0.8,BRK,kentucky,2,1112,389,Player,hamidou-diallo-1,kentucky,kentucky
2.6,17.7,Omari Spellman,92,2018,30,6.8,0.076,-1.2,0.3,ATL,villanova,2,1628,625,Player,omari-spellman-1,villanova,villanova
2.3,19.6,Troy Brown,96,2018,15,7.5,0.057999999999999996,-2.1,-0.1,WAS,oregon,2,1884,716,Player,troy-brown-5,oregon,providence
-0.7,10.3,Jacob Evans,54,2018,28,2.7,-0.06,-8.0,-0.8,GSW,cincinnati,2,555,147,Player,jacob-evans-1,cincinnati,cincinnati
0.0,6.0,George King,1,2018,59,0.0,-0.001,-10.6,0.0,PHO,colorado,1,6,0,Bust,george-king-1,colorado,colorado
7.5,31.1,Deandre Ayton,89,2018,1,16.6,0.131,0.2,1.5,PHO,arizona,2,2772,1479,Player,deandre-ayton-1,arizona,arizona
4.0,25.3,Marvin Bagley,75,2018,2,14.8,0.10099999999999999,-2.5,-0.2,SAC,duke,2,1901,1108,Player,marvin-bagleyiii-1,duke,duke
6.0,27.0,Jaren Jackson,105,2018,4,15.5,0.102,0.5,1.8,MEM,michigan state,2,2833,1628,Player,jaren-jacksonjr-1,michigan state,georgetown
7.8,32.4,Trae Young,125,2018,5,22.8,0.09300000000000001,1.4,3.5,DAL,oklahoma,2,4046,2844,Player,trae-young-1,oklahoma,oklahoma
3.4,15.8,Mohamed Bamba,91,2018,6,5.8,0.11199999999999999,0.4,0.9,ORL,texas,2,1440,532,Player,mohamed-bamba-1,texas,texas
5.1,27.4,Wendell Carter,81,2018,7,11.0,0.111,-0.3,0.9,CHI,duke,2,2219,888,Player,wendell-carterjr-1,duke,texas
0.8,31.9,Collin Sexton,131,2018,8,17.8,0.009000000000000001,-4.4,-2.5,CLE,alabama,2,4175,2329,Player,collin-sexton-1,alabama,alabama
-0.9,24.9,Kevin Knox,123,2018,9,10.6,-0.013999999999999999,-5.3,-2.6,NYK,kentucky,2,3058,1304,Player,kevin-knox-1,kentucky,kentucky
5.6,27.6,Mikal Bridges,130,2018,10,8.0,0.075,0.3,2.1,PHI,villanova,2,3593,1042,Player,mikal-bridges-1,villanova,villanova
7.4,29.9,Shai Gilgeous-Alexander,132,2018,11,14.1,0.09,-0.1,1.9,CHO,kentucky,2,3950,1858,Player,shai-gilgeous-alexander-1,kentucky,kentucky
4.0,24.5,Miles Bridges,128,2018,12,9.2,0.062,-1.4,0.5,LAC,michigan state,2,3139,1182,Player,miles-bridges-1,michigan state,michigan
0.0,10.8,Jerome Robinson,73,2018,13,3.2,0.002,-4.4,-0.5,LAC,boston college,2,792,234,Player,jerome-robinson-2,boston college,bradley
1.9,14.3,Michael Porter,39,2018,14,8.0,0.168,0.6,0.4,DEN,missouri,1,556,311,Bust,michael-porterjr-1,missouri,kentucky
0.1,14.7,Zhaire Smith,9,2018,16,4.9,0.025,-4.7,-0.1,PHO,texas tech,2,132,44,Player,zhaire-smith-1,texas tech,texas
3.7,19.8,Donte DiVincenzo,70,2018,17,7.4,0.129,1.4,1.2,MIL,villanova,2,1389,518,Player,donte-divincenzo-1,villanova,villanova
0.4,10.9,Lonnie Walker,56,2018,18,4.8,0.033,-4.7,-0.4,SAS,miami (fl),2,613,270,Player,lonnie-walker-2,miami fl,miami
2.5,27.8,Kevin Huerter,113,2018,19,10.3,0.038,-1.7,0.2,ATL,maryland,2,3140,1161,Player,kevin-huerter-1,maryland,maryland
2.4,23.8,Josh Okogie,119,2018,20,7.8,0.040999999999999995,-1.6,0.3,MIN,georgia tech,2,2838,929,Player,josh-okogie-1,georgia tech,georgia
0.6,13.4,Grayson Allen,68,2018,21,6.4,0.033,-5.0,-0.7,UTA,duke,2,914,432,Player,grayson-allen-1,duke,duke
1.3,19.2,Chandler Hutchison,68,2018,22,5.9,0.049,-3.8,-0.6,CHI,boise state,2,1303,400,Player,chandler-hutchison-1,boise state,boise
2.7,17.9,Aaron Holiday,95,2018,23,8.0,0.076,-1.7,0.1,IND,ucla,2,1698,760,Player,aaron-holiday-1,ucla,ucla
1.2,13.7,Moritz Wagner,64,2018,25,7.0,0.066,-2.4,-0.1,LAL,michigan,2,875,451,Player,moritz-wagner-1,michigan,michigan
5.4,24.4,Landry Shamet,110,2018,26,9.4,0.09699999999999999,-0.7,0.9,PHI,wichita state,2,2679,1036,Player,landry-shamet-1,wichita state,wichita
2.3,10.8,Robert Williams,51,2018,27,3.0,0.19899999999999998,5.0,1.0,BOS,texas a&m,2,552,155,Player,robert-williams-3,texas am,florida
0.0,3.2,Kostas Antetokounmpo,5,2018,60,0.4,-0.128,-10.4,0.0,PHI,dayton,2,16,2,Player,kostas-antetokounmpo-1,dayton,dayton
